Code_commune_INSEE,Code_postal,Coordonnees_gps
80428,80360,"49.958142874, 2.841085765"
89130,89460,"47.68299074, 3.711685834"
80464,80230,"50.163132465, 1.553225095"
67403,67350,"48.809746758, 7.556267345"
80430,80200,"49.922722922, 2.839748986"
89132,89390,"47.703490569, 4.228114715"
80477,80150,"50.290886313, 1.872494132"
67410,67560,"48.508375287, 7.42418097"
80433,80190,"49.752499233, 2.872658696"
89143,89150,"48.21013489, 3.06486048"
80478,80500,"49.671876131, 2.64888578"
67413,67290,"48.932143251, 7.335729536"
80436,80290,"49.728894534, 1.87811032"
89147,89130,"47.748934969, 3.231164663"
80479,80290,"49.775998357, 1.862758121"
67414,67570,"48.448217159, 7.206586594"
80438,80122,"50.026877449, 3.090195291"
89158,89480,"47.511246919, 3.350167331"
80480,80140,"49.90977974, 1.745247633"
67415,67340,"48.90570026, 7.51028363"
80439,80370,"50.165651096, 2.168793173"
89170,89450,"47.437254966, 3.758935762"
80484,80430,"49.859392832, 1.809221562"
67423,67270,"48.708496636, 7.512962438"
80443,80640,"49.847518502, 1.902382751"
89173,89130,"47.692511501, 3.256152158"
80493,80560,"50.09229926, 2.505297317"
67425,67700,"48.778790777, 7.353730687"
80449,80800,"49.817331038, 2.576311728"
89179,89520,"47.651854555, 3.292892804"
80496,80150,"50.272381546, 1.83731909"
67434,67260,"48.945351433, 7.089496101"
80451,80300,"50.102894786, 2.760324709"
89184,89160,"47.740750842, 4.161636041"
80499,80110,"49.742640168, 2.449055914"
67435,67260,"48.908087724, 7.072217994"
80455,80290,"49.761619946, 1.957694466"
89190,89200,"47.513899978, 3.794227015"
80504,80250,"49.693311365, 2.497730104"
67442,67310,"48.589396778, 7.490207961"
80456,80430,"49.823187682, 1.810379294"
89194,89310,"47.660817255, 3.976847534"
80505,80300,"49.996404796, 2.748437365"
67445,67750,"48.295315748, 7.415480694"
80458,80800,"49.948729534, 2.481230778"
89195,89100,"48.152755543, 3.257404301"
80511,80500,"49.683126468, 2.521707531"
67448,67130,"48.492168384, 7.198530065"
80466,80620,"50.099773035, 2.145543551"
89197,89420,"47.526542307, 4.070820566"
80523,80300,"49.975163743, 2.668367276"
67451,67160,"48.986921187, 8.031860738"
80468,80300,"49.992023022, 2.577047178"
89198,89250,"47.878241964, 3.559572798"
80536,80200,"49.897862304, 2.962879443"
67454,67320,"48.833963685, 7.266505941"
80473,80700,"49.755328554, 2.814483634"
89207,89310,"47.673123781, 4.037363933"
80537,80620,"50.133036289, 2.064269758"
67460,67270,"48.765367834, 7.602516848"
80474,80320,"49.825657587, 2.90238023"
89209,89150,"48.17053219, 2.970737411"
80540,80300,"50.047713477, 2.639893011"
67473,67120,"48.567956167, 7.477415895"
80485,80160,"49.769622817, 2.188429554"
89215,89560,"47.611882548, 3.343889363"
80554,80540,"49.882131333, 2.011373331"
67478,67790,"48.764270779, 7.413753348"
80485,80160,"49.769622817, 2.188429554"
89220,89170,"47.598574008, 2.996459399"
80558,80160,"49.710681937, 2.161054814"
67482,67100,"48.571264767, 7.767760817"
80486,80510,"50.041557551, 1.988773985"
89221,89130,"47.686473899, 3.374305791"
80559,80540,"49.910820655, 1.987209"
67484,67250,"48.925026351, 7.997083876"
80500,80220,"50.014834084, 1.608870609"
89223,89160,"47.804351944, 4.069983224"
80566,80670,"50.090893187, 2.216717734"
67485,67370,"48.62658332, 7.627378171"
80502,80135,"50.12865761, 2.026167908"
89244,89420,"47.591210868, 4.10694058"
80571,80110,"49.765153844, 2.459769245"
67486,67920,"48.253010636, 7.608624645"
80503,80370,"50.196394595, 2.126913122"
89245,89500,"48.113988516, 3.245121543"
80574,80690,"50.04408634, 2.057337952"
67490,67220,"48.32583147, 7.349309588"
80505,80300,"49.996404796, 2.748437365"
89246,89440,"47.625202215, 3.984549344"
80576,80400,"49.724185281, 2.947409355"
67495,67370,"48.657822552, 7.628165603"
80507,80800,"49.848202534, 2.570525487"
89263,89470,"47.848999569, 3.587950973"
80580,80120,"50.34207745, 1.751142397"
67495,67370,"48.657822552, 7.628165603"
80508,80700,"49.72374715, 2.863493974"
89263,89470,"47.848999569, 3.587950973"
80582,80290,"49.806257559, 2.122753571"
67497,67350,"48.819676974, 7.674703487"
80509,80200,"49.83795425, 2.876121643"
89264,89150,"48.168196659, 3.032394491"
80582,80290,"49.806257559, 2.122753571"
67498,67350,"48.880961232, 7.580387859"
80518,80140,"49.998655247, 1.706937701"
89265,89230,"47.86255603, 3.681772386"
80584,80260,"50.045030731, 2.284352404"
67500,67280,"48.538683687, 7.295054662"
80521,80360,"49.985079327, 2.852696022"
89267,89420,"47.549105306, 4.050054057"
80586,80140,"49.914584887, 1.692840861"
67502,67110,"48.893277178, 7.645642456"
80530,80800,"49.945139356, 2.563165568"
89280,89390,"47.71929972, 4.195199431"
80596,80600,"50.208775007, 2.315561458"
67504,67210,"48.4220384, 7.526584158"
80531,80640,"49.894391318, 1.946252882"
89284,89160,"47.770496599, 4.079331684"
80598,80860,"50.214889794, 1.780447536"
67505,67730,"48.281356913, 7.319536507"
80535,80310,"49.941081716, 2.042383505"
89289,89300,"47.952329983, 3.375165146"
80607,80540,"49.903039598, 2.060817779"
67511,67360,"48.885360637, 7.784512863"
80538,80360,"50.036794681, 2.950131888"
89295,89000,"47.826188958, 3.528788175"
80615,80300,"50.028742648, 2.698224044"
67523,67500,"48.762275156, 7.780151707"
80545,80110,"49.78158879, 2.552157508"
89298,89330,"48.057053612, 3.141047821"
80616,80190,"49.808827521, 2.947771557"
67525,67310,"48.605066233, 7.415011979"
80546,80132,"50.095975579, 1.717696235"
89299,89740,"47.839871676, 4.171037759"
80619,80670,"50.061344244, 2.186166677"
67529,67720,"48.716749615, 7.830385517"
80547,80300,"50.001113455, 2.597812698"
89307,89230,"47.908128827, 3.716942608"
80621,80320,"49.808220053, 2.85547364"
67531,67130,"48.435437362, 7.22362109"
80550,80260,"50.002832936, 2.397557129"
89308,89190,"48.19564243, 3.43736803"
80622,80310,"49.932828105, 2.13943318"
67532,67370,"48.673674108, 7.515639704"
80565,80260,"49.996452321, 2.295807312"
89311,89240,"47.765899633, 3.412034801"
80631,80150,"50.310325225, 1.875448517"
67534,67270,"48.753681418, 7.500898132"
80566,80670,"50.090893187, 2.216717734"
89321,89390,"47.743458666, 4.253136086"
80632,80480,"49.883224932, 2.228353678"
67537,67510,"49.039125538, 7.814413712"
80568,80190,"49.799997201, 2.922594578"
89328,89230,"47.898741528, 3.668813381"
80638,80190,"49.797816513, 2.899465109"
67539,67170,"48.720756554, 7.622927186"
80570,80110,"49.776139288, 2.484101678"
89329,89430,"47.896639445, 4.150220047"
80658,80400,"49.82381799, 3.032219685"
67550,67360,"48.941553499, 7.744634425"
80573,80290,"49.778731195, 1.815822336"
89334,89110,"47.819705174, 3.295130061"
80659,80600,"50.07594616, 2.439280158"
67553,67700,"48.706984643, 7.451222309"
80587,80140,"49.927364114, 1.665057388"
89334,89110,"47.819705174, 3.295130061"
80663,80140,"49.941271641, 1.696029666"
67555,67310,"48.67022619, 7.451846343"
80595,80110,"49.743035523, 2.52259271"
89335,89300,"48.000162563, 3.362753809"
80664,80360,"50.003215185, 2.903570653"
67556,67310,"48.678558869, 7.489143373"
80601,80240,"50.004214454, 3.015558336"
89342,89100,"48.235239375, 3.26658041"
80672,80800,"49.972126795, 2.558316135"
68005,68770,"48.119691705, 7.259891792"
80617,80700,"49.746818575, 2.725216965"
89352,89170,"47.658688545, 3.028400985"
80674,80136,"49.910414263, 2.339282379"
68009,68320,"48.114367362, 7.541922599"
80635,80580,"50.062249114, 1.914404037"
89363,89460,"47.65357578, 3.679977435"
80681,80250,"49.767602898, 2.417227301"
68012,68700,"47.77440927, 7.124291487"
80639,80260,"49.953017292, 2.308722471"
89369,89140,"48.246945002, 3.160071886"
80687,80500,"49.609990249, 2.575625532"
68017,68210,"47.620060801, 7.156038655"
80642,80370,"50.155814398, 2.129721213"
89376,89310,"47.665219014, 4.075910317"
80697,80370,"50.19026973, 2.162709491"
68020,68490,"47.822693965, 7.502758417"
80644,80340,"49.888830453, 2.705602257"
89377,89420,"47.481219849, 4.106838479"
80703,80430,"49.82647237, 1.745420088"
68024,68210,"47.690719147, 7.059170885"
80645,80560,"50.055197199, 2.410522165"
89386,89160,"47.811710069, 4.264301673"
80705,80560,"50.127068638, 2.512905271"
68025,68480,"47.484321191, 7.278447951"
80652,80118,"49.781988545, 2.6239333"
89394,89270,"47.619194363, 3.691017711"
80707,80140,"49.871171634, 1.720739151"
68027,68130,"47.581454766, 7.38685758"
80656,80710,"49.815888124, 2.074316979"
89395,89190,"48.172052616, 3.534092023"
80713,80120,"50.279910713, 1.577076545"
68030,68500,"47.92710782, 7.225935898"
80662,80140,"49.967324553, 1.70942016"
89398,89570,"48.105140444, 3.759634361"
80728,80290,"49.756960012, 1.939112978"
68035,68480,"47.471102807, 7.436603495"
80665,80120,"50.287080973, 1.767716079"
89399,89100,"48.250959502, 3.326439311"
80729,80110,"49.7200544, 2.466051955"
68036,68600,"48.050251508, 7.536903604"
80668,80250,"49.777735753, 2.385811251"
89400,89520,"47.564092057, 3.349140689"
80735,80540,"49.876909727, 2.105670944"
68041,68740,"47.883710565, 7.524977642"
80690,80680,"49.805320851, 2.283876781"
89409,89450,"47.463392031, 3.813066493"
80736,80490,"50.012288401, 1.913247215"
68043,68540,"47.854223743, 7.2517504"
80691,80230,"50.139624875, 1.716794198"
89410,89200,"47.534124249, 3.862622228"
80737,80240,"50.025595641, 3.052656833"
68051,68380,"48.010803982, 7.105247987"
80696,80680,"49.814345644, 2.323932068"
89411,89320,"48.176302053, 3.467794918"
80753,80300,"50.059928324, 2.687540225"
68060,68520,"47.734159176, 7.128819246"
80703,80430,"49.82647237, 1.745420088"
89412,89420,"47.581594311, 4.058874917"
80760,80220,"49.991707372, 1.598398068"
68062,68130,"47.622745583, 7.195046745"
80704,80260,"49.965284588, 2.402707854"
89420,89520,"47.560722433, 3.187221029"
80762,80240,"49.938289075, 3.049042281"
68068,68210,"47.625033737, 7.1212357"
80714,80880,"50.073412344, 1.451852453"
89426,89580,"47.670462402, 3.58932904"
80765,80210,"50.035313566, 1.684369094"
68069,68600,"47.973507841, 7.481976256"
80719,80290,"49.760854805, 1.914080482"
89428,89150,"48.23427929, 3.046885252"
80771,80400,"49.814918856, 3.066297854"
68083,68140,"48.021458256, 7.146119156"
80726,80400,"49.770393646, 3.044845182"
89432,89320,"48.130634234, 3.556532544"
80782,80260,"49.972771912, 2.243314324"
68086,68210,"47.680219274, 7.128600726"
80733,80300,"50.02767029, 2.577819537"
89439,89600,"47.955294698, 3.696584394"
80784,80800,"49.92768316, 2.553523639"
68090,68480,"47.493804793, 7.316006112"
80744,80270,"49.93440839, 1.948323931"
89440,89330,"48.018806928, 3.22338444"
80798,80260,"50.004884938, 2.322693646"
68099,68720,"47.695070591, 7.256458919"
80747,80240,"49.970995828, 3.024362588"
89443,89510,"48.126338119, 3.332206693"
80799,80800,"49.864423849, 2.519005162"
68100,68210,"47.591523626, 7.157428304"
80756,80560,"50.118155461, 2.46199879"
89449,89340,"48.330338576, 3.08508878"
80805,80500,"49.650980861, 2.46377558"
68104,68600,"47.978014606, 7.60630247"
80759,80700,"49.641967513, 2.744736636"
89453,89240,"47.7883216, 3.486659228"
80806,80120,"50.318135808, 1.691650583"
68106,68760,"47.879594346, 7.105464081"
80773,80560,"50.017680675, 2.490621908"
89462,89350,"47.737785176, 3.076082262"
80819,80670,"50.036859335, 2.250827114"
68119,68210,"47.645783294, 7.161710992"
80775,80210,"50.079446186, 1.627161042"
89465,89140,"48.25813271, 3.213317667"
80820,80300,"50.017423623, 2.530854374"
68121,68220,"47.519314434, 7.455504891"
80778,80620,"50.056580247, 2.058689767"
89469,89260,"48.352487681, 3.410488999"
80828,80140,"49.959025637, 1.820689211"
68122,68500,"47.859640255, 7.198550069"
80783,80140,"49.988435778, 1.784332806"
89469,89260,"48.352487681, 3.410488999"
80835,80310,"49.979948855, 2.110318017"
68123,68420,"48.014428371, 7.27337829"
80787,80120,"50.296707599, 1.704733149"
89472,89130,"47.782102511, 3.224226431"
81007,81140,"44.020436277, 1.874185615"
68130,68600,"47.961667971, 7.546233229"
80789,80320,"49.845324274, 2.782755749"
89472,89130,"47.782102511, 3.224226431"
81017,81360,"43.775693165, 2.353374322"
68145,68180,"48.083185354, 7.403541471"
80792,80260,"50.064126665, 2.326102277"
89477,89800,"47.866399938, 3.74755592"
81022,81500,"43.619201383, 1.757775005"
68147,68150,"48.182719559, 7.304700981"
80794,80190,"49.798626594, 2.973272352"
89479,89290,"47.709904943, 3.641994541"
81026,81430,"43.914404252, 2.280501513"
68152,68720,"47.676108424, 7.266126187"
80800,80140,"49.86960176, 1.836076051"
89486,89700,"47.787005115, 3.957883744"
81028,81260,"43.698684895, 2.562265428"
68156,68500,"47.903395605, 7.258408101"
80809,80140,"50.00250362, 1.671051727"
90001,90400,"47.603524434, 6.865480412"
81033,81400,"44.032938765, 2.142845908"
68159,68500,"47.888087636, 7.188691989"
80825,80270,"49.955546059, 1.843201701"
90008,90800,"47.620053019, 6.830976029"
81035,81170,"44.100950151, 1.968140286"
68162,68240,"48.150197345, 7.2567288"
80827,80520,"50.06315133, 1.541774065"
90019,90130,"47.591199815, 7.000287427"
81040,81440,"43.720240699, 2.062082774"
68163,68680,"47.67972509, 7.500490477"
80829,80190,"49.802193611, 2.987207115"
90022,90700,"47.559122362, 6.83351672"
81041,81600,"43.954044552, 1.892092033"
68165,68480,"47.441198823, 7.357114413"
80830,80135,"50.106441306, 1.97613422"
90030,90100,"47.444685671, 6.950788424"
81047,81340,"43.976335254, 2.470256737"
68168,68220,"47.563648984, 7.401774081"
81004,81000,"43.925846212, 2.147453419"
90033,90100,"47.508405848, 6.996266324"
81048,81130,"43.981111838, 2.119187653"
68173,68910,"48.110043105, 7.195520473"
81006,81470,"43.599929423, 1.891469884"
90037,90300,"47.687574452, 6.873509587"
81052,81990,"43.911427982, 2.223160515"
68177,68610,"47.952988091, 7.163820541"
81012,81140,"44.005098265, 1.893601408"
90041,90170,"47.72477094, 6.915985044"
81054,81580,"43.577674125, 2.120123961"
68178,68610,"47.925791319, 7.097126979"
81015,81700,"43.580592538, 1.954058893"
90042,90350,"47.672716016, 6.797137454"
81066,81200,"43.539655272, 2.311179942"
68179,68290,"47.762190835, 7.020830257"
81020,81600,"43.863411959, 2.038670884"
90057,90300,"47.704816931, 6.798649475"
81070,81800,"43.797863903, 1.731549184"
68186,68480,"47.466254055, 7.300816168"
81021,81200,"43.49412169, 2.355496678"
90059,90150,"47.663216014, 6.960673895"
81071,81340,"43.956157043, 2.401937039"
68195,68460,"47.761209045, 7.272468649"
81026,81430,"43.914404252, 2.280501513"
90060,90150,"47.684161591, 6.977690899"
81080,81170,"44.012884969, 1.944524978"
68197,68510,"47.639113072, 7.411893787"
81031,81260,"43.622264294, 2.45287161"
90061,90170,"47.760208852, 6.909245444"
81086,81260,"43.700394713, 2.525249004"
68204,68380,"47.992576705, 6.99303974"
81038,81600,"43.888062986, 1.92988849"
90067,90150,"47.678934161, 6.950190033"
81087,81150,"43.959936164, 1.980668188"
68214,68210,"47.604878635, 7.024320472"
81044,81500,"43.716259834, 1.95026784"
90068,90400,"47.592001033, 6.906392267"
81089,81340,"44.040550777, 2.431015493"
68221,68640,"47.54957589, 7.372682282"
81049,81540,"43.476451495, 2.081050943"
90075,90300,"47.662469191, 6.874900033"
81102,81500,"43.702800871, 1.702709292"
68223,68380,"48.028239753, 7.071264867"
81059,81990,"43.888161349, 2.104952503"
90076,90160,"47.636909402, 6.894904229"
81111,81170,"44.084079898, 1.895900561"
68226,68140,"48.045047271, 7.142717849"
81060,81400,"44.056277162, 2.166510418"
90079,90170,"47.723737314, 6.899866722"
81125,81330,"43.742908109, 2.508868091"
68228,68250,"47.934186725, 7.347714734"
81067,81150,"43.982836416, 1.987415826"
90080,90150,"47.659070058, 6.94429286"
81128,81210,"43.662334232, 2.361736487"
68235,68127,"47.989834607, 7.390524835"
81068,81640,"44.049837919, 2.094410413"
90086,90110,"47.718812866, 6.96586239"
81135,81640,"44.121324347, 2.028624206"
68238,68680,"47.714741669, 7.498158833"
81069,81170,"44.068486202, 1.954457228"
90087,90380,"47.678788853, 6.910643978"
81138,81300,"43.823155085, 2.035055446"
68239,68290,"47.818951543, 6.924719106"
81074,81990,"43.927291453, 2.225844273"
90089,90110,"47.746034076, 6.952509986"
81140,81500,"43.689681232, 1.794649479"
68242,68127,"47.969249324, 7.400056684"
81077,81250,"43.911295442, 2.507817562"
90090,90100,"47.467634002, 6.960435943"
81147,81120,"43.815695473, 2.14367719"
68245,68130,"47.641848716, 7.316250274"
81082,81340,"44.015676151, 2.471181216"
90098,90800,"47.610739613, 6.803285968"
81148,81170,"44.038025837, 1.89366892"
68248,68480,"47.489523074, 7.4000346"
81083,81540,"43.432014639, 2.073087014"
91016,91670,"48.309573391, 2.005568775"
81151,81220,"43.615134232, 1.920562474"
68253,68490,"47.786307942, 7.493011022"
81085,81530,"43.757890726, 2.642029779"
91017,91470,"48.59080074, 2.058514271"
81161,81250,"43.858323024, 2.521073292"
68254,68490,"47.734713019, 7.508959337"
81093,81150,"43.885530686, 2.030406067"
91067,91150,"48.324105131, 2.258455453"
81164,81800,"43.79144811, 1.658237469"
68256,68120,"47.769150188, 7.295063058"
81095,81170,"44.029749954, 1.928079615"
91069,91720,"48.328263826, 2.365799072"
81167,81250,"43.877909745, 2.551308994"
68265,68510,"47.649098232, 7.371828944"
81098,81570,"43.608769705, 2.146850154"
91105,91650,"48.571867865, 2.164342054"
81172,81190,"44.082008494, 2.326630477"
68267,68950,"47.755302204, 7.220124519"
81100,81700,"43.492477387, 1.98385352"
91115,91680,"48.600442527, 2.186969993"
81179,81470,"43.509457995, 1.944864883"
68291,68740,"47.853560428, 7.517114698"
81103,81530,"43.708763962, 2.606769507"
91122,91440,"48.693040121, 2.158507422"
81190,81430,"43.87802237, 2.272605306"
68293,68210,"47.681027764, 7.0536469"
81108,81170,"44.050953233, 1.845820005"
91132,91730,"48.51685427, 2.21798641"
81198,81120,"43.837071183, 2.078577205"
68297,68300,"47.602157983, 7.540686761"
81119,81120,"43.788306848, 2.1134692"
91135,91750,"48.506910904, 2.448311474"
81202,81310,"43.804844007, 1.83666625"
68299,68210,"47.591186333, 7.112614439"
81126,81500,"43.641555307, 1.821504331"
91136,91160,"48.708041464, 2.278151045"
81220,81800,"43.848317, 1.714968412"
68301,68440,"47.684670137, 7.430316449"
81129,81110,"43.499740239, 2.093194979"
91223,91150,"48.421879549, 2.137893217"
81223,81240,"43.559835792, 2.470742549"
68307,68290,"47.807690756, 6.88006367"
81130,81090,"43.576843063, 2.284808011"
91226,91580,"48.492422234, 2.179876174"
81224,81170,"44.150603507, 1.914095753"
68308,68290,"47.791975953, 6.986716448"
81134,81260,"43.620661864, 2.608288774"
91232,91590,"48.481189114, 2.368102675"
81227,81210,"43.672990149, 2.277411043"
68312,68480,"47.476921157, 7.333241464"
81146,81170,"44.049406579, 2.000990473"
91248,91150,"48.384545375, 2.230672642"
81228,81800,"43.823015797, 1.617413311"
68315,68360,"47.882736923, 7.179070465"
81149,81800,"43.823931136, 1.782571026"
91293,91590,"48.46379985, 2.370789427"
81233,81120,"43.802018183, 2.276521031"
68320,68720,"47.679266158, 7.224984535"
81150,81500,"43.733663202, 1.717091945"
91312,91430,"48.736509794, 2.224449897"
81233,81120,"43.802018183, 2.276521031"
68324,68440,"47.659899766, 7.341252061"
81165,81170,"44.122318838, 1.872922789"
91340,91090,"48.597005764, 2.424587432"
81234,81140,"44.093939508, 1.82558148"
68325,68640,"47.558232823, 7.346071214"
81168,81190,"44.146720954, 2.171431935"
91347,91310,"48.640614117, 2.286494863"
81239,81240,"43.506571418, 2.500876122"
68326,68780,"47.694730274, 7.091183115"
81170,81640,"44.07927521, 2.098418639"
91377,91300,"48.72750723, 2.275240048"
81252,81210,"43.676537893, 2.230046485"
68328,68470,"47.864638853, 6.943121061"
81173,81500,"43.621641158, 1.735844082"
91386,91540,"48.558579656, 2.438037857"
81255,81500,"43.734599513, 1.767074738"
68333,68130,"47.620621354, 7.301055773"
81181,81440,"43.679150955, 2.190706813"
91390,91660,"48.316157016, 2.083754497"
81256,81210,"43.687697543, 2.257022977"
81182,81360,"43.724450775, 2.321799848"
91393,91780,"48.41628772, 1.996717432"
81259,81340,"43.996514778, 2.341642209"
81183,81120,"43.806026078, 2.376180768"
91425,91310,"48.642087338, 2.268333554"
81262,81170,"44.084071697, 2.001925808"
81185,81630,"43.856485951, 1.593892791"
91435,91250,"48.576190008, 2.500983788"
81267,81330,"43.754202564, 2.446356333"
81193,81320,"43.655238912, 2.770915122"
91468,91540,"48.573066676, 2.458280782"
81270,81700,"43.543506619, 1.972705249"
81208,81310,"43.814539561, 1.897047617"
91469,91150,"48.400724764, 2.163486233"
81271,81370,"43.759273428, 1.686578742"
81210,81700,"43.524240114, 1.981069537"
91471,91400,"48.700274052, 2.187378773"
81276,81630,"43.920018495, 1.679730596"
81219,81700,"43.582729911, 2.016981256"
91477,91120,"48.714797957, 2.228671091"
81279,81630,"43.95185356, 1.661927491"
81233,81120,"43.802018183, 2.276521031"
91511,91740,"48.35015426, 1.997202842"
81281,81570,"43.598998896, 2.108521798"
81233,81120,"43.802018183, 2.276521031"
91534,91400,"48.735923981, 2.166033197"
81284,81990,"43.910554001, 2.107081661"
81233,81120,"43.802018183, 2.276521031"
91538,91190,"48.714872473, 2.139502723"
81285,81350,"43.959542798, 2.327800173"
81236,81500,"43.695339135, 1.741099959"
91544,91690,"48.350493528, 2.137063349"
81288,81540,"43.4412539, 2.080276777"
81244,81400,"44.054496464, 2.129258707"
91556,91780,"48.440780246, 2.087624882"
81311,81440,"43.737246485, 2.195128717"
81251,81700,"43.562572853, 2.077687872"
91599,91840,"48.478908418, 2.481793376"
81313,81140,"43.994040145, 1.838431597"
81264,81340,"44.006804856, 2.427545609"
91613,91740,"48.382499029, 1.99087837"
81317,81430,"43.892026165, 2.32296429"
81266,81220,"43.635289517, 1.989332855"
91629,91720,"48.392223905, 2.303167474"
81321,81240,"43.531378069, 2.473427118"
81268,81530,"43.797455469, 2.594874163"
91645,91370,"48.750419838, 2.252147874"
81325,81290,"43.550024751, 2.175864971"
81273,81710,"43.583954983, 2.171148383"
91649,91710,"48.551852151, 2.36536749"
82001,82290,"44.048440837, 1.273685621"
81274,81990,"43.886104573, 2.133263252"
91659,91100,"48.586164438, 2.452520456"
82009,82120,"43.956003421, 0.874098623"
81280,81640,"44.107880383, 2.062802423"
91666,91140,"48.67802178, 2.223002267"
82024,82190,"44.222020211, 0.977011401"
81282,81530,"43.765757342, 2.615699185"
91667,91360,"48.661326984, 2.330542445"
82026,82800,"44.052250288, 1.660080288"
81286,81220,"43.664963985, 2.032135183"
92036,92230,"48.934550447, 2.2939472"
82032,82400,"44.17689471, 0.959731429"
81290,81170,"44.035256633, 1.962273651"
92047,92430,"48.83076684, 2.166605457"
82034,82120,"44.002742259, 0.918043598"
81291,81130,"44.010078124, 2.11979153"
92072,92310,"48.820931268, 2.209262898"
82035,82210,"44.020885007, 0.996876308"
81294,81600,"43.843081863, 1.935564467"
92075,92170,"48.821542393, 2.287396637"
82036,82500,"43.80202827, 0.971701847"
81297,81150,"43.922354027, 2.070134787"
93001,93300,"48.912490578, 2.384529976"
82040,82240,"44.215279228, 1.606046078"
81306,81350,"44.018642537, 2.231717712"
93006,93170,"48.869038019, 2.422697136"
82044,82370,"43.940583704, 1.381347023"
82002,82350,"44.081453454, 1.44893286"
93008,93000,"48.907435801, 2.439842933"
82045,82700,"43.976353606, 1.136187203"
82003,82210,"43.993875887, 1.031296022"
93015,93470,"48.917625823, 2.576326794"
82046,82210,"43.960106827, 0.987731981"
82008,82340,"44.058674782, 0.887457386"
93031,93800,"48.955045923, 2.313968877"
82048,82170,"43.869487076, 1.280060899"
82010,82340,"44.030040044, 0.891353385"
93032,93220,"48.881719762, 2.545716677"
82064,82500,"43.810461105, 1.03395835"
82013,82500,"43.876879865, 1.010390596"
93053,93130,"48.891605263, 2.458441136"
82065,82400,"44.148965912, 0.911391487"
82015,82500,"43.905716135, 1.06947496"
93061,93310,"48.884753073, 2.405680234"
82070,82500,"43.894895525, 0.918894458"
82023,82700,"43.943902859, 1.156614874"
93071,93270,"48.938717628, 2.530589988"
82082,82160,"44.272201831, 1.790089545"
82025,82710,"43.954408803, 1.316462679"
94002,94140,"48.796134091, 2.421407444"
82086,82100,"43.973614363, 1.106769239"
82028,82170,"43.860129012, 1.298897585"
94004,94470,"48.747047399, 2.525046124"
82087,82130,"44.135568274, 1.239353884"
82041,82140,"44.124811397, 1.685352497"
94018,94220,"48.822572708, 2.406597157"
82092,82240,"44.224119769, 1.573061172"
82043,82600,"43.871614847, 1.093184639"
94021,94550,"48.76689918, 2.352941911"
82098,82230,"44.00324996, 1.45049682"
82047,82500,"43.871406038, 0.902741637"
94022,94600,"48.764258643, 2.417182182"
82109,82210,"44.064948219, 0.966525338"
82056,82160,"44.197415302, 1.765118633"
94038,94240,"48.77621691, 2.337698598"
82111,82190,"44.228901993, 1.050121368"
82068,82500,"43.865556109, 0.939567542"
94041,94200,"48.8122892, 2.387712363"
82115,82230,"43.988308726, 1.582199138"
82074,82120,"43.942692375, 0.787833464"
94043,94270,"48.808789147, 2.355872174"
82118,82100,"43.941873259, 1.114483089"
82076,82130,"44.116835367, 1.357246582"
94044,94450,"48.745502894, 2.489056972"
82130,82400,"44.204516124, 0.92954183"
82084,82190,"44.285263858, 0.964647406"
94053,94880,"48.774206475, 2.554580908"
82134,82800,"44.063370726, 1.528424151"
82090,82130,"44.093622177, 1.390150256"
94054,94310,"48.742794575, 2.394977"
82136,82370,"43.898999741, 1.39678184"
82104,82120,"43.941576522, 0.829756099"
94073,94320,"48.760790808, 2.385495992"
82139,82340,"44.037632792, 0.975362006"
82108,82290,"44.095357499, 1.230573713"
94081,94400,"48.788118568, 2.394516098"
82142,82170,"43.81988643, 1.329443778"
82110,82440,"44.142616484, 1.411426059"
95018,95100,"48.951531886, 2.240388744"
82145,82800,"44.024985876, 1.63112926"
82114,82170,"43.891497678, 1.232029994"
95040,95450,"49.091441006, 1.866777119"
82149,82440,"44.12848062, 1.480906479"
82117,82150,"44.340900597, 1.032400926"
95058,95340,"49.165532824, 2.301860709"
82151,82150,"44.316586795, 0.946877864"
82123,82700,"43.914740193, 1.286076903"
95060,95550,"49.037470133, 2.198902416"
82155,82140,"44.156246712, 1.736601444"
82124,82290,"44.013487619, 1.270433758"
95061,95840,"49.054438671, 2.251184389"
82157,82150,"44.333824735, 0.908152241"
82127,82200,"44.179023694, 1.062485589"
95088,95500,"48.965639801, 2.435069341"
82158,82340,"44.061774108, 0.839447467"
82131,82270,"44.24003344, 1.473346576"
95102,95640,"49.149171382, 2.023077572"
82163,82120,"43.986946592, 0.875856552"
82135,82370,"43.888269752, 1.438147675"
95141,95420,"49.137757434, 1.790310096"
82175,82400,"44.120376285, 0.964661096"
82137,82160,"44.261999977, 1.866175415"
95157,95510,"49.09143044, 1.681247295"
82183,82110,"44.267033476, 1.202673567"
82140,82130,"44.104810816, 1.316219231"
95169,95450,"49.126529097, 1.888255192"
82185,82150,"44.362559008, 0.915081955"
82147,82160,"44.306310337, 1.846378778"
95183,95800,"49.041098761, 1.998749157"
83001,83600,"43.535505556, 6.811387044"
82150,82370,"43.926306708, 1.414674398"
95203,95600,"48.991067498, 2.277481312"
83020,83840,"43.78016478, 6.503998008"
82152,82100,"44.021177508, 1.072787542"
95205,95440,"49.025890296, 2.384418866"
83023,83170,"43.399401712, 6.077259026"
82156,82210,"43.991806227, 0.989277142"
