Code_commune_INSEE,Code_postal,Coordonnees_gps
50455,50680,"49.185365587, -1.041043612"
33401,33350,"44.817145917, -0.092159094"
50139,50420,"49.04480409, -1.038104261"
54583,54840,"48.658375815, 5.975804587"
63059,63270,"45.6933097, 3.262322437"
50462,50720,"48.568066008, -0.82708346"
33411,33490,"44.624115765, -0.21788772"
50142,50330,"49.691154982, -1.372279538"
54589,54700,"48.970280728, 6.060595888"
63065,63520,"45.655172804, 3.516344972"
50467,50310,"49.488294642, -1.356377755"
33412,33340,"45.254998134, -0.895162373"
50145,50200,"49.050994364, -1.388817257"
54590,54260,"49.465549291, 5.631168617"
63077,63790,"45.561007694, 2.869223869"
50472,50370,"48.737556415, -1.222811058"
33414,33240,"44.944310454, -0.331311681"
50148,50680,"49.161988472, -1.008770344"
54592,54330,"48.459521111, 6.077794766"
63087,63420,"45.441776503, 3.080962413"
50473,50680,"49.147836353, -0.977790032"
33417,33480,"44.972730315, -0.91378821"
50159,50750,"49.029790937, -1.221696018"
54593,54890,"49.012146983, 5.936497471"
63089,63720,"45.865167688, 3.226533798"
50479,50480,"49.439031921, -1.244531582"
33422,33127,"44.793554609, -0.819247806"
50167,50530,"48.716483047, -1.488986268"
54598,54490,"49.35689395, 5.765445084"
63092,63410,"45.898156322, 2.979598114"
50483,50180,"49.097147224, -1.161983531"
33424,33112,"45.140433428, -0.862378225"
50178,50840,"49.68120237, -1.454803494"
55009,55320,"49.065116387, 5.382814817"
63103,63140,"45.92073159, 3.062516035"
50484,50600,"48.567766782, -1.147273224"
33427,33540,"44.640469604, -0.137675443"
50185,50800,"48.849057706, -1.264581017"
55013,55230,"49.411260191, 5.651309178"
63109,63320,"45.559720818, 3.150774038"
50487,50240,"48.516476094, -1.371909841"
33431,33670,"44.765961498, -0.275914185"
50190,50310,"49.493772762, -1.307814997"
55014,55120,"49.155207989, 5.094361912"
63121,63114,"45.610808955, 3.202278104"
50492,50810,"49.092288017, -0.961646607"
33433,33450,"44.922196725, -0.430718205"
50197,50450,"48.89395437, -1.333028899"
55015,55170,"48.635122347, 5.126425246"
63122,63320,"45.511727345, 3.046552366"
50493,50320,"48.823637368, -1.463911571"
33435,33490,"44.563422609, -0.232726622"
50207,50390,"49.438732697, -1.513714731"
55027,55300,"48.953165197, 5.483439435"
63145,63490,"45.565663508, 3.420184101"
50495,50370,"48.771803495, -1.204626263"
33440,33490,"44.632968755, -0.177781534"
50215,50200,"49.101572359, -1.545777162"
55041,55000,"48.798383115, 5.175239413"
63146,63160,"45.716243772, 3.390119346"
50496,50530,"48.727038329, -1.515277932"
33443,33540,"44.648331611, -0.04474521"
50217,50370,"48.688613146, -1.173578728"
55047,55100,"49.168332372, 5.232952868"
63155,63520,"45.681158751, 3.444381491"
50498,50700,"49.53165885, -1.524217309"
33454,33650,"44.641887381, -0.519103655"
50218,50400,"48.836126796, -1.585428517"
55051,55290,"48.569918972, 5.346164316"
63159,63620,"45.817837118, 2.42242227"
50500,50240,"48.571138822, -1.246807677"
33456,33820,"45.309270474, -0.598533147"
50222,50340,"49.507309117, -1.733086359"
55061,55500,"48.609256696, 5.2279456"
63166,63340,"45.486198257, 3.219054702"
50511,50310,"49.529522253, -1.369523055"
33460,33350,"44.816438367, -0.063663105"
50228,50450,"48.947249191, -1.259754128"
55069,55800,"48.854394737, 4.980917259"
63168,63160,"45.75130917, 3.386128516"
50521,50800,"48.816966673, -1.152275721"
33461,33350,"44.915572962, -0.038179318"
50231,50590,"48.974435903, -1.54286688"
55075,55170,"48.576618278, 5.153838378"
63172,63320,"45.583151893, 3.047344979"
50523,50480,"49.41611851, -1.303124067"
33463,33490,"44.578762765, -0.192702919"
50235,50270,"49.393779867, -1.729833249"
55078,55110,"49.327187178, 5.165444009"
63176,63210,"45.721015498, 2.721866855"
50529,50370,"48.76167838, -1.192583497"
33477,33390,"45.157434076, -0.627539346"
50236,50250,"49.285920052, -1.59371592"
55081,55250,"49.006228133, 5.057027092"
63178,63500,"45.545515443, 3.244724713"
50539,50330,"49.669899119, -1.398276908"
33484,33113,"44.423027782, -0.539274833"
50236,50250,"49.285920052, -1.59371592"
55083,55700,"49.521315001, 5.254920401"
63194,63190,"45.829396286, 3.329314616"
50546,50750,"49.039373903, -1.130362844"
33489,33920,"45.10429271, -0.508277612"
50237,50320,"48.809850308, -1.374703713"
55094,55400,"49.175142429, 5.706082162"
63200,63360,"45.8382699, 3.226500215"
50546,50750,"49.039373903, -1.130362844"
33498,33770,"44.541464531, -0.883652019"
50241,50700,"49.462132422, -1.434897725"
55101,55000,"48.827548373, 5.13067774"
63202,63340,"45.435540079, 3.175519042"
50546,50750,"49.039373903, -1.130362844"
33501,33650,"44.651410378, -0.631408198"
50243,50200,"49.037875698, -1.511868085"
55104,55130,"48.446480084, 5.438298915"
63205,63270,"45.612364199, 3.356493912"
50550,50200,"49.131440063, -1.409137496"
33504,33210,"44.530856148, -0.341454405"
50246,50480,"49.371797515, -1.259556703"
55105,55400,"49.13880855, 5.512570041"
63213,63430,"45.8299609, 3.260400614"
50551,50390,"49.379755399, -1.547850463"
33506,33540,"44.701080231, -0.076951688"
50256,50540,"48.621490391, -1.182914003"
55109,55600,"49.523084039, 5.30820521"
63214,63730,"45.686839203, 3.199980626"
50552,50190,"49.195243225, -1.376647362"
33507,33430,"44.399868222, -0.184111077"
50256,50540,"48.621490391, -1.182914003"
55110,55600,"49.540031505, 5.296893631"
63215,63720,"45.936723839, 3.219113597"
50556,50750,"49.072888418, -1.056980013"
33509,33910,"44.986813367, -0.23974022"
50256,50540,"48.621490391, -1.182914003"
55114,55200,"48.760942881, 5.489923123"
63221,63220,"45.407841429, 3.818159193"
50563,50420,"48.909472482, -1.056372676"
33514,33780,"45.495462968, -1.101548989"
50260,50520,"48.679430021, -1.023334304"
55117,55120,"49.108860848, 5.081291474"
63224,63200,"45.861654782, 3.133205141"
50565,50530,"48.751681307, -1.448795905"
33523,33760,"44.734485288, -0.267840842"
50260,50520,"48.679430021, -1.023334304"
55118,55110,"49.359581528, 5.144848114"
63225,63750,"45.612266078, 2.533855499"
50568,50200,"49.011536639, -1.426140973"
33529,33260,"44.558062583, -1.174757003"
50265,50430,"49.250533138, -1.456017432"
55123,55000,"48.868530572, 5.165753289"
63227,63730,"45.690985248, 3.224676764"
50574,50170,"48.602792939, -1.411072643"
33548,33141,"44.972630856, -0.312918464"
50266,50450,"48.934073307, -1.378137872"
55128,55260,"48.940468009, 5.233663464"
63230,63890,"45.557669512, 3.652181393"
50580,50340,"49.539791369, -1.753454401"
33552,33720,"44.652463121, -0.395757767"
50267,50430,"49.22497991, -1.53088118"
55137,55270,"49.267212992, 5.188712207"
63233,63700,"46.180145725, 2.800939853"
50582,50150,"48.725157569, -0.900204681"
34013,34800,"43.5671901, 3.448321403"
50268,50310,"49.525605669, -1.322808473"
55149,55150,"49.41093588, 5.427228954"
63237,63380,"45.939049644, 2.585653991"
50588,50700,"49.542505712, -1.461490275"
34017,34530,"43.464103866, 3.46917168"
50279,50570,"49.098075654, -1.299518016"
55154,55320,"49.079558902, 5.429538605"
63255,63340,"45.480476009, 3.288605361"
50590,50320,"48.804270357, -1.334502121"
34021,34360,"43.438188375, 2.893011258"
50289,50190,"49.189009085, -1.306544498"
55162,55240,"49.297123281, 5.69349532"
63257,63210,"45.746072553, 2.869840217"
50590,50320,"48.804270357, -1.334502121"
34026,34210,"43.304180549, 2.76786125"
50296,50330,"49.657338682, -1.48406189"
55166,55100,"49.102161385, 5.374614593"
63258,63880,"45.690357132, 3.635877214"
50591,50640,"48.544680822, -0.894571796"
34029,34230,"43.553938894, 3.499355887"
50334,50410,"48.936865853, -1.132523964"
55173,55140,"48.542864172, 5.627158813"
63259,63450,"45.622596775, 3.05001309"
50592,50420,"48.959967927, -1.065036736"
34032,34500,"43.347466978, 3.230859725"
50336,50450,"48.89130228, -1.270212331"
55174,55270,"49.27343457, 5.08321695"
63265,63190,"45.859959551, 3.438789576"
50592,50420,"48.959967927, -1.065036736"
34033,34160,"43.752449924, 4.075940568"
50347,50240,"48.525766976, -1.28906754"
55177,55260,"48.914482754, 5.236207701"
63281,63330,"46.119767483, 2.685022903"
50592,50420,"48.959967927, -1.065036736"
34035,34150,"43.654138489, 3.644091149"
50349,50590,"48.991486338, -1.529979437"
55178,55000,"48.810733682, 5.283157293"
63294,63780,"45.97294011, 2.837053752"
50596,50330,"49.648062574, -1.417460699"
34052,34310,"43.321894366, 3.048051142"
50353,50170,"48.622045729, -1.532287932"
55179,55500,"48.741946922, 5.413316942"
63311,63260,"46.040393772, 3.129087966"
50597,50870,"48.720177922, -1.271207876"
34061,34490,"43.468122358, 3.091318538"
50361,50320,"48.785503398, -1.35189348"
55184,55200,"48.744599084, 5.644983644"
63313,63420,"45.379390739, 2.972568272"
50601,50160,"49.000517147, -0.96843259"
34070,34360,"43.40549152, 2.988287853"
50363,50860,"48.995884519, -1.130048201"
55186,55000,"48.779507801, 5.112250634"
63314,63890,"45.578264486, 3.608020673"
50601,50160,"49.000517147, -0.96843259"
34077,34830,"43.661952364, 3.886581534"
50365,50290,"48.936672112, -1.487344036"
55191,55400,"49.238726969, 5.607806919"
63327,63200,"45.928463481, 3.116606519"
50607,50800,"48.788458352, -1.245769073"
34078,34270,"43.857252813, 3.876855727"
50387,50390,"49.424225453, -1.440292066"
55193,55110,"49.259783527, 5.275533502"
63341,63600,"45.536340952, 3.697406367"
50609,50480,"49.405621178, -1.270412145"
34100,34360,"43.483199123, 2.903422088"
50388,50660,"49.009868871, -1.475682042"
55195,55500,"48.631625142, 5.25091179"
63347,63260,"46.063170726, 3.211358872"
50610,50700,"49.449462549, -1.445229681"
34101,34510,"43.385621713, 3.463982673"
50400,50250,"49.376182114, -1.39966233"
55198,55160,"49.100971598, 5.633872687"
63352,63340,"45.453154822, 3.243514459"
50615,50700,"49.513070432, -1.473533847"
34104,34320,"43.568191913, 3.24177724"
50400,50480,"49.376182114, -1.39966233"
55199,55120,"49.060437033, 5.11841152"
63359,63380,"45.80762172, 2.66513386"
50616,50300,"48.661485549, -1.372566214"
34108,34110,"43.44813198, 3.749580097"
50401,50340,"49.467396655, -1.778099052"
55200,55100,"49.164308033, 5.293906689"
63362,63720,"45.919983751, 3.273535224"
50626,50450,"48.896018841, -1.390567298"
34116,34790,"43.650511569, 3.793954261"
50408,50220,"48.625254798, -1.354035232"
55204,55320,"49.041790567, 5.443028996"
63368,63160,"45.690005983, 3.31105325"
50633,50760,"49.632686244, -1.319941735"
34117,34260,"43.686117341, 3.085391728"
50410,50170,"48.560585631, -1.468782641"
55215,55130,"48.493170592, 5.50647287"
63369,63390,"46.049255293, 2.741567486"
50634,50630,"49.56667455, -1.371480261"
34121,34650,"43.765838298, 3.183335018"
50412,50580,"49.338904685, -1.682333546"
55216,55230,"49.297751897, 5.668156097"
63370,63820,"45.662077287, 2.679857021"
51005,51120,"48.761492945, 3.816528913"
34125,34150,"43.674670641, 3.53273858"
50417,50630,"49.584938237, -1.323237285"
55218,55150,"49.28184798, 5.509741044"
63373,63330,"46.078666173, 2.686532002"
51006,51250,"48.803583832, 4.87364923"
34133,34700,"43.692630008, 3.271224699"
50429,50590,"49.016176764, -1.538304723"
55221,55000,"48.721622965, 5.255758236"
63374,63600,"45.52720162, 3.803840839"
51012,51700,"49.139496813, 3.734628893"
34141,34210,"43.337696165, 2.633094762"
50430,50390,"49.410993873, -1.473533068"
55225,55700,"49.446508904, 5.127405459"
63375,63570,"45.49504299, 3.310850634"
51017,51290,"48.645635954, 4.600018128"
34144,34650,"43.708863365, 3.206271342"
50435,50260,"49.500842562, -1.592823025"
55229,55300,"48.856493561, 5.545689788"
63380,63710,"45.591892699, 2.997580691"
51019,51600,"49.197613046, 4.41139514"
34148,34370,"43.370418528, 3.15386867"
50436,50140,"48.635195091, -0.988215473"
55253,55120,"49.111277477, 5.008230527"
63381,63230,"45.839354809, 2.915065575"
51020,51170,"49.212893312, 3.856323781"
34151,34590,"43.626767388, 4.148204568"
50436,50140,"48.635195091, -0.988215473"
55254,55220,"48.970597877, 5.281485348"
63401,63790,"45.548720563, 2.934522399"
51023,51150,"48.997100951, 4.207587452"
34161,34310,"43.328259414, 3.113994021"
50448,50240,"48.570671277, -1.287756292"
55257,55120,"49.135492483, 5.22519668"
63416,63750,"45.579716259, 2.497373773"
51030,51160,"49.051240672, 4.040333792"
34162,34530,"43.474649421, 3.510060528"
50456,50140,"48.669159781, -0.890214045"
55260,55120,"49.060050565, 5.19019939"
63432,63260,"45.974068456, 3.261424375"
51032,51260,"48.561419233, 3.831256965"
34168,34320,"43.562331313, 3.271326995"
50476,50810,"49.119854906, -0.920582478"
55263,55300,"48.866059853, 5.468370743"
63441,63600,"45.602067162, 3.820896558"
51035,51230,"48.792504782, 3.92573761"
34169,34980,"43.669286067, 3.863198375"
50481,50430,"49.237386753, -1.608499395"
55267,55210,"49.03278716, 5.799512616"
63442,63580,"45.430752686, 3.421809507"
51037,51170,"49.324798127, 3.713911627"
34170,34310,"43.335192715, 2.906493186"
50488,50620,"49.232018487, -1.135948714"
55272,55800,"48.842522337, 5.042265426"
63448,63580,"45.488323867, 3.450375603"
51046,51490,"49.245638792, 4.239076786"
34171,34190,"43.918713388, 3.802090236"
50490,50270,"49.368814004, -1.740600589"
55274,55300,"48.964723739, 5.592945727"
63454,63480,"45.653989504, 3.738432379"
51047,51330,"48.944488597, 4.978985161"
34177,34980,"43.702190958, 3.757521861"
50493,50320,"48.823637368, -1.463911571"
55292,55110,"49.353225276, 5.206494484"
63457,63270,"45.644215685, 3.240161527"
51059,51300,"48.681347774, 4.60985383"
34206,34310,"43.30445937, 3.089373657"
50499,50670,"48.749917737, -1.115638578"
55293,55110,"49.417648069, 5.253215801"
63457,63270,"45.644215685, 3.240161527"
51072,51390,"49.197395368, 3.896743352"
34208,34230,"43.624061194, 3.533438874"
50502,50000,"49.109856324, -1.077397641"
55299,55230,"49.303985849, 5.591433453"
63458,63340,"45.478281972, 3.188378505"
51076,51480,"49.05124876, 3.838031461"
34209,34420,"43.301588665, 3.347983393"
50509,50480,"49.395261718, -1.203347013"
55306,55600,"49.437603941, 5.337431305"
63459,63310,"46.019014186, 3.329495995"
51093,51530,"48.983752234, 3.859603151"
34215,34230,"43.620582303, 3.509203929"
50510,50190,"49.168622216, -1.352470217"
55310,55700,"49.527250903, 5.145561451"
63463,63250,"45.828698027, 3.690174518"
51095,51300,"48.75532532, 4.751342779"
34217,34730,"43.707448776, 3.86490015"
50523,50480,"49.41611851, -1.303124067"
55313,55270,"49.235642877, 5.17571824"
63466,63500,"45.50387376, 3.134499707"
51098,51330,"48.902998726, 4.740470895"
34219,34390,"43.539067667, 2.822660142"
50523,50480,"49.41611851, -1.303124067"
55316,55150,"49.346394557, 5.529601465"
63471,63700,"46.140591297, 2.804015914"
51105,51420,"49.253753677, 4.109281857"
34221,34150,"43.725108324, 3.606098072"
50538,50810,"49.122143203, -0.997093657"
55322,55190,"48.635303922, 5.443969254"
64004,64390,"43.417347405, -0.997953891"
51107,51130,"48.895440258, 4.103784041"
34222,34230,"43.566769432, 3.505335115"
50546,50750,"49.039373903, -1.130362844"
55324,55600,"49.446148839, 5.447306256"
64011,64220,"43.134379392, -1.197226885"
51113,51270,"48.887681346, 3.767077465"
34245,34360,"43.421209287, 2.931850471"
50550,50490,"49.131440063, -1.409137496"
55331,55190,"48.655914877, 5.471280497"
64013,64220,"43.214132967, -1.159167926"
51121,51700,"49.126880051, 3.627372266"
34247,34980,"43.68682806, 3.842969964"
50550,50490,"49.131440063, -1.409137496"
55332,55500,"48.656200354, 5.362040662"
64018,64120,"43.343817888, -1.042742301"
51122,51300,"48.779623669, 4.678475776"
34254,34725,"43.661307259, 3.469014257"
50565,50530,"48.751681307, -1.448795905"
55333,55260,"48.803237252, 5.436678199"
64022,64390,"43.399856609, -0.889582462"
51140,51170,"49.159706107, 3.867950933"
34255,34980,"43.688923031, 3.809875247"
50578,50310,"49.482162376, -1.428848516"
55334,55190,"48.701474727, 5.532027462"
64033,64190,"43.340941705, -0.81873599"
51144,51250,"48.743609371, 4.919873144"
34262,34725,"43.678717741, 3.45083011"
50591,50640,"48.544680822, -0.894571796"
55341,55150,"49.298430916, 5.391417531"
64035,64210,"43.421671021, -1.549100628"
51148,51240,"48.818240333, 4.442341891"
34264,34380,"43.834280438, 3.604851855"
50591,50640,"48.544680822, -0.894571796"
55346,55270,"49.256710345, 5.1342694"
64040,64570,"43.040263836, -0.736017737"
51149,51240,"48.906599386, 4.453729352"
34274,34380,"43.792641453, 3.707968331"
50592,50420,"48.959967927, -1.065036736"
55349,55110,"49.426943077, 5.137327393"
64048,64370,"43.458449444, -0.53344612"
51158,51130,"48.827392725, 3.967756292"
34282,34570,"43.614726969, 3.678978639"
50593,50630,"49.592648231, -1.394595025"
55357,55400,"49.230044656, 5.571811422"
64049,64120,"43.309026237, -0.928438995"
51169,51320,"48.573604081, 4.436289783"
34289,34630,"43.392455396, 3.400710702"
50594,50690,"49.583542283, -1.738292114"
55358,55500,"48.678496668, 5.390440796"
64054,64800,"43.181817974, -0.295545861"
51183,51220,"49.320037607, 4.00626877"
34291,34390,"43.560176506, 2.872962257"
50601,50160,"49.000517147, -0.96843259"
55361,55400,"49.161106535, 5.490189633"
64063,64410,"43.540939187, -0.425454697"
51184,51300,"48.679566357, 4.50836505"
34292,34800,"43.62208723, 3.312554429"
50601,50160,"49.000517147, -0.96843259"
55362,55700,"49.578769072, 5.128096744"
64079,64350,"43.531558506, -0.130384634"
51191,51800,"49.14022902, 4.783065476"
34294,34400,"43.714414833, 4.117441752"
50619,50630,"49.618302911, -1.358022346"
55363,55160,"49.102221213, 5.751172866"
64084,64330,"43.570258712, -0.11352346"
51195,51300,"48.766250207, 4.577990336"
34297,34270,"43.830303602, 3.918486755"
