Numéro d'inspection,Nom établissement,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Régime en vigueur,Statut SEVESO,Date de dernière inspection
10014032,EARL LA FERME DES VALLEES,16 RUE DE LA GIGUETTERIE,lieu-dit  la musse,,28410,BOUTIGNY PROUAIS,Enregistrement,Non Seveso,
59760205,EARL LA FERME DU COIN TRANQUILLE,Hauts de La Chaloupe,,,97424,LE PLATE,Enregistrement,Non Seveso,
52206127,EARL LA FERME DU DOMAINE,LE DOMAINE,,,22100,TADEN,Enregistrement,Non Seveso,
55601869,EARL LA FERME DU LOC,Locsamzun,,,56310,MELRAND,Autorisation,Non Seveso,
57600014,EARL LA FERME DU VILLAGE,,95 route de Sierville,,76710,ANCEAUMEVILLE,Autorisation,Non Seveso,
57300165,EARL LA FERME MERCIER,PLAINE DE BLAY,,,73540,ESSERTS BLAY,Enregistrement,Non Seveso,2022-07-19
56401650,EARL LAFFITEAU,SAINT LOUBOUE Adrien,350 chemin Laffiteau,,64330,TARON SADIRAC VIELLENAVE,Enregistrement,Non Seveso,
52401379,EARL LA FONLAVEVE,Fonlalève,,,24250,VEYRINES DE DOMME,Autorisation,Non Seveso,
58503896,EARL LA FONTAINE,LE PUY VISET,,,85390,CHEFFOIS,Autorisation,Non Seveso,
58500772,EARL LA FONTAINE,ST PHILBERT PT CHARRAULT,GIVARZAY,,85110,ST PHILBERT DU PONT CHARRAULT,Autorisation,Non Seveso,
58502399,EARL LA FONTAINE (2EME SITE),GIVARZAY - LA MARRE,,,85210,LA REORTHE,Autorisation,Non Seveso,
55900032,EARL LAFORCE,23 ROUTE DE LA SEYNE,,,59285,ARNEKE,Autorisation,Non Seveso,
53504627,EARL LA FORCE BLANCHE,BLANCHE,,,35680,DOMALAIN,Enregistrement,Non Seveso,
52203257,EARL LA FOURMIE,PREPELETTE,,,22170,PLELO,Enregistrement,Non Seveso,2022-12-05
53501743,EARL LA FUSENAIS,FUSENAIS,LA FUSENAIS,,35360,MEDREAC,Enregistrement,Non Seveso,2021-02-01
57902433,EARL LA GALINIERE (COURRILLEAU),La Haute Galinière,,,79700,MAULEON,Enregistrement,Non Seveso,
7211227,EARL LA GANNERIE,La Gannerie,,,79250,NUEIL LES AUBIERS,Enregistrement,Non Seveso,
58100257,EARL LAGARRIGUE,PALEPORT,,,81190,MONTIRAT,Autorisation,Non Seveso,
53502336,EARL LA GAULAYRIE,LA GAULAYRIE,LA GAULAYRIE,,35500,POCE LES BOIS,Enregistrement,Non Seveso,2018-03-29
52205574,EARL LA GOYENNE,LA GOYENNE,ST GUEN,,22530,GUERLEDAN,Autorisation,Non Seveso,
3105705,EARL LA GRANDE METAIRIE,La Grande Métairie,,,79390,LHOUMOIS,Enregistrement,Non Seveso,
53501979,EARL LA GRANDINAIS,LA GRANDINAIS,,,35680,MOULINS,Enregistrement,Non Seveso,2022-03-01
58000233,EARL LAGRANGE,4 GRANDE RUE,,,80470,BREILLY,Autorisation,Non Seveso,
58501628,EARL LA GRANGE,La Grange Mercier,,,85500,LES HERBIERS,Autorisation,Non Seveso,
55600967,EARL LA GREE,LA FONTAINE SAINT LAURENT,,,56120,LA GREE-SAINT-LAURENT,Autorisation,Non Seveso,2022-06-28
53501684,EARL LA GREE DE TREVION,LA GREE DE TREVION,,,35330,VAL D'ANAST,Enregistrement,Non Seveso,2022-05-23
53500982,EARL LA GUERINAIS,LA GUERINAIS,La Guérinais,,35620,ERCE EN LAMEE,Enregistrement,Non Seveso,2016-11-16
53501862,EARL LA GUIGUENAIS,,LA GUIGUENAIS,,35360,MONTAUBAN-DE-BRETAGNE,Enregistrement,Non Seveso,2019-09-03
53503578,EARL LA HAUTE COUDRE,LD LA HAUTE COUDRE,LA HAUTE COUDRE,,35150,ESSE,Autorisation,Non Seveso,
53503084,EARL LA HAY DE SEVIGNE,La Grande Haie,,,35370,TORCE,Enregistrement,Non Seveso,2019-06-25
55601075,EARL LAHAYE,TENUEL,,,56150,GUENIN,Autorisation,Non Seveso,
52205887,EARL LA HEUSSAIE ex L HOTELIER SYLVAIN,LA HEUSSAIE,,,22550,ST POTAN,Enregistrement,Non Seveso,
56400451,EARL LAHORE,M. Christian LAHORE-CARRATE,1020 chemin de Guitte,,64160,BUROS,Enregistrement,Non Seveso,
53700807,EARL LA HOUDRIERE,La Houdrière,,,37800,POUZAY,Enregistrement,Non Seveso,
53500625,EARL LA HUNAUDAIS,,La Hunaudais,,35133,LE CHATELLIER,Enregistrement,Non Seveso,2021-03-12
57902427,EARL L'AIGUILLETTE,Pelgrolle,SAINT AUBIN DE BAUBIGNE,,79700,MAULEON,Enregistrement,Non Seveso,
56100028,EARL LAILLER,LAILLER Gaëtan,Le Meslier - Athis de l'Orne,,61430,ATHIS VAL DE ROUVRE,Autorisation,Non Seveso,
52900644,EARL LAINE ROUZIC,kermergant,,,29217,LE CONQUET,Autorisation,Non Seveso,
57200939,EARL LA JALUERE (ex EARL FORTIN),LA JALUERE,,,72300,JUIGNE SUR SARTHE,Enregistrement,Non Seveso,
52203108,EARL LA JANNAIE DU BIGNON,LE BIGNON,,,22270,PLEDELIAC,Enregistrement,Non Seveso,
58503397,EARL LA JOYEUSE,LA JOYEUSE,,,85450,STE RADEGONDE DES NOYERS,Enregistrement,Non Seveso,
57202124,EARL LA LAMBERDIERE,LA LAMBERDIERE,,,72430,TASSE,Enregistrement,Non Seveso,
54401752,EARL LA LANDE FOUGERE,La Bistière,,,44850,ST MARS DU DESERT,Autorisation,Non Seveso,
52205078,EARL LA LANDE GAREL,LA LANDE GAREL,,,22250,ROUILLAC,Enregistrement,Non Seveso,
53504777,EARL LA LANDELLE,,LA LANDELLE,,35680,MOULINS,Enregistrement,Non Seveso,2019-12-05
58500200,EARL LA LIMITE (site La Marlaie),LA MARLAIE,,,85170,LES LUCS SUR BOULOGNE,Autorisation,Non Seveso,
58504033,EARL LA LIMITE (site le Coudreau),Le Coudreau,,,85170,BEAUFOU,Enregistrement,Non Seveso,2020-10-28
58500636,EARL LA LIMOUZINIERE,LA LIMOUZINIERE,,,85310,LA CHAIZE LE VICOMTE,Autorisation,Non Seveso,
53500358,EARL LA LINELIERE,L'HINELIERE,,,35150,BOISTRUDAN,Autorisation,Non Seveso,2015-11-17
52401366,EARL LALIZOU,LIEU DIT CROS CHAPEYROUX,,,24800,VAUNAC,Enregistrement,Non Seveso,
52900541,EARL LALLAOURET,Kergadoret,,,29190,LE CLOITRE PLEYBEN,Autorisation,Non Seveso,
57200190,EARL LA LUARDIERE,LA LUARDIERE D'ENHAUT,,,72650,LA BAZOGE,Autorisation,Non Seveso,
57902416,EARL LA MAIGRETIERE,La Maigretière,ST AUBIN DE BAUBIGNE,,79700,MAULEON,Enregistrement,Non Seveso,
54402162,EARL LA MAISON NEUVE,La Maison Neuve,,,44540,VALLONS-DE-L’ERDRE,Enregistrement,Non Seveso,
53500436,EARL LA MAISON NEUVE,CRANNES,,,35113,DOMAGNE,Enregistrement,Non Seveso,
53502815,EARL LA MALGANAISE,,LE CLOS BLANDEL,,35750,ST MAUGAN,Enregistrement,Non Seveso,2021-03-08
52200060,EARL LA MARE RATEL,LA MARE RATEL,,,22400,ANDEL,Autorisation,Non Seveso,
52200040,EARL LA MARE RATEL,LA VALLEE AU COEUR,,,22400,ANDEL,Autorisation,Non Seveso,
53502371,EARL LA MARIAIS,,MARIAIS,,35190,QUEBRIAC,Autorisation,Non Seveso,
56500289,EARL LAMARQUE,Village,,,65320,OROIX,Enregistrement,Non Seveso,
55800350,EARL LA MARQUISE,La Marquise,,,58410,ENTRAINS SUR NOHAIN,Autorisation,Non Seveso,
5403107,EARL LA MARQUISE,Lieu-dit La Marquise,,,58410,ENTRAINS SUR NOHAIN,Autorisation,Non Seveso,
57100971,EARL LAMARRE,LES BAS,,,71540,RECLESNE,Enregistrement,Non Seveso,2020-10-02
57101216,EARL LA MARTINE -DEGRANGE-,,LA MADELEINE,,71620,ST MARTIN EN BRESSE,Autorisation,Non Seveso,
53500563,EARL LA MASSURIE,LA MASSURIE,,,35133,LA CHAPELLE JANSON,Enregistrement,Non Seveso,2019-11-25
57201741,EARL LAMBERT,LE CLOS DU PUITS,,,72110,ST COSME EN VAIRAIS,Enregistrement,Non Seveso,
54902661,EARL LAMBERT Jean-Paul,La Croix,,,49122,BEGROLLES EN MAUGES,Enregistrement,Non Seveso,
57201475,EARL LA METAIRIE,LA METAIRIE,,,72300,PINCE,Enregistrement,Non Seveso,
52205601,EARL LA METAIRIE ex BASSET PATRICK,LA METAIRIE,,,22100,ST HELEN,Enregistrement,Non Seveso,
53501017,EARL LA METAIRIE NEUVE,LA METAIRIE NEUVE,,,35150,ESSE,Enregistrement,Non Seveso,2022-11-08
58501958,EARL LA MILIERE,La Milière,,,85500,MESNARD LA BAROTIERE,Autorisation,Non Seveso,
58501954,EARL LA MILIERE (BOIS DE LA LOGE),L'Eglantier ou Le Bois de la Loge ou Chemin des Chataigniers,,,85500,MESNARD LA BAROTIERE,Autorisation,Non Seveso,
3900448,EARL LA MOCARDIERE,La Sagrais,,,50240,ST AUBIN DE TERREGATTE,Enregistrement,Non Seveso,
52200660,EARL LA MOINERIE,LA MOINERIE,,,22630,LES CHAMPS GERAUX,Enregistrement,Non Seveso,
55602781,EARL LA MOTTE,La Motte,,,56930,PLUMELIAU-BIEUZY,Autorisation,Non Seveso,
58500744,EARL LA MOUHEE,RAMBAUD Noël - BEL AIR DE LA MOUHEE,,,85110,CHANTONNAY,Autorisation,Non Seveso,
55614847,EARL LAMOUR,Kermel,,,56500,MOREAC,Autorisation,Non Seveso,
53501002,EARL LAMOUREUX,LA HAUTE COUDRE,HTE COUDRE,,35150,ESSE,Enregistrement,Non Seveso,2019-10-10
53504052,EARL LAMOUREUX VINCENT,LA BENEFRIERE,,,35150,PIRE-CHANCE,Enregistrement,Non Seveso,2022-10-14
56401392,EARL LAMUDE,"12, rue de la Carrere",,,64460,PONSON DESSUS,Enregistrement,Non Seveso,
55601983,EARL LA MULOTIERE,LA MULOTIERE,,,56490,MOHON,Autorisation,Non Seveso,2022-06-28
5426045,EARL LAMURE,LA FORET,,,71110,LIGNY EN BRIONNAIS,Autorisation,Non Seveso,
6310186,EARL LAMY,GERENNES,,,53150,MONTSURS,Enregistrement,Non Seveso,
58500346,EARL LAMY,LA ROUSSIERE,,,85600,LA BOISSIERE DE MONTAIGU,Autorisation,Non Seveso,
53503074,EARL LA NASLAIS,LIEU DIT LA NASLAIS,LA NASLAIS,,35370,TORCE,Enregistrement,Non Seveso,
58501615,EARL LA NATURE,LA CHALONNIERE,,,85500,LES HERBIERS,Autorisation,Non Seveso,
57200985,EARL LANDAIS,LES MERIANNIERES,,,72200,LA FLECHE,Enregistrement,Non Seveso,
55603207,EARL LAND CREST,La Crossaie,,,56140,RUFFIAC,Enregistrement,Non Seveso,
58501219,EARL LANDRIO,11 LES PETITES ROUSSIERES,LES ESSARTS,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,
52901634,EARL LANDURE,Truel,,,29810,PLOUMOGUER,Autorisation,Non Seveso,
56400007,EARL LANGLES,LANGLES Mathieu,11 chem Cassagnet,,64160,ABERE,Enregistrement,Non Seveso,
53503214,EARL LANGLOIS,,LA GUERLAIS,,35420,VILLAMEE,Enregistrement,Non Seveso,2018-07-06
5521774,EARL L'ANNEXE,Le Haut Drainy,,,56120,ST SERVANT,Enregistrement,Non Seveso,
55603579,EARL L'ANNEXE,Touche Pirot,,,56120,ST SERVANT,Autorisation,Non Seveso,
55603142,EARL LANN MENGUEN,LANN MENGUEN,LANN MENGUEN - REMUNGOL,,56500,EVELLYS,Autorisation,Non Seveso,
52901078,EARL LANOE,Kerduff,,,29400,GUIMILIAU,Autorisation,Non Seveso,
52204482,EARL LA NOE MOREL,LA NOE MOREL,,,22130,PLUDUNO,Enregistrement,Non Seveso,
5522375,EARL LA NOE MOREL,LA LAILLEVAUDERIE,,,22130,PLUDUNO,Enregistrement,Non Seveso,
52200756,EARL LANOE NELLY,LA VILLE SALMON,,,22400,COETMIEUX,Autorisation,Non Seveso,
53501272,EARL LA NORMANDIERE,LA NORMANDIERE,La Normandière,,35440,GUIPEL,Enregistrement,Non Seveso,2019-08-02
3013833,EARL LA NOUE SAINT PIERRE,M. Benjamin BAUDOIN,Lieudit La Gentillerie,,8300,ST REMY LE PETIT,Enregistrement,Non Seveso,
52205402,EARL LA NOUETTE,LE QUARTIER,,,22800,ST DONAN,Enregistrement,Non Seveso,2017-09-01
58503875,EARL LA NOUETTE,Le Plessis aux Merles,BOULOGNE,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,2022-04-11
58503910,EARL LA NOUETTE,LA NOUETTE,LES ESSARTS,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,2022-04-11
52204559,EARL LA PACHOIS,LA PACHOIS,,,22250,PLUMAUGAT,Enregistrement,Non Seveso,
58502670,EARL LA PAISIERE,PETIT CHAMP DE MOUZEUIL,,,85210,ST ETIENNE DE BRILLOUET,Enregistrement,Non Seveso,
59700256,EARL LA PALMERAIE,18 CHEMIN SAFER,Sainte Anne,,97437,ST BENOIT,Enregistrement,Non Seveso,
53501394,EARL LA PAQUERIE,LA PAQUERIE,,,35133,JAVENE,Enregistrement,Non Seveso,2017-02-24
55600045,EARL LA PARALLELE,BOGUESTENE,,,56190,AMBON,Autorisation,Non Seveso,
58503401,EARL LA PARTIERE,LA PARTIERE,,,85220,ST REVEREND,Autorisation,Non Seveso,
57900281,EARL LA PETITE CHAISE,La Chaise,,,79350,CHICHE,Enregistrement,Non Seveso,
53700484,EARL LA PETITE GAUTELLERIE,La Petite Gautellerie,,,37110,LES HERMITES,Enregistrement,Non Seveso,
52203641,EARL LA PIERRE HILLION,LA PIERRE HILLION,,,22640,PLESTAN,Enregistrement,Non Seveso,
58500594,EARL LA PIERRIERE,La Pierrière,,,85410,LA CAILLERE ST HILAIRE,Enregistrement,Non Seveso,
52600555,EARL LA PLAINE,410 route de Sermeret,Mares des Goutoules,,26330,RATIERES,Enregistrement,Non Seveso,
54900702,EARL LA PLAISANCIERE,La Plaisancière,COSSÉ D'ANJOU,,49120,CHEMILLE EN ANJOU,Enregistrement,Non Seveso,
58501335,EARL LA PLUME,Le Bas des Vignes,FONTAINES,,85200,DOIX LES FONTAINES,Autorisation,Non Seveso,
3103592,EARL LA PLUME,Le Chatellier,,,79160,FENIOUX,Enregistrement,Non Seveso,
57900478,EARL LA PRAIRIE,La Favrie,,,79140,MONTRAVERS,Autorisation,Non Seveso,
58502039,EARL LA PRUDENCE et SCEA DE L'AVANT,LA GRANGE REMONDIN,,,85640,MOUCHAMPS,Autorisation,Non Seveso,
53504828,EARL LA RABARDIERE,PIERRE A L ANE,PIERRE A L ANE,,35420,POILLEY,Autorisation,Non Seveso,
53504136,EARL LA RABARDIERE,LA HIBAUDIERE,LA HIBAUDIERE,,35640,CHELUN,Autorisation,Non Seveso,
58502900,EARL LA RANCONNIERE,LA RANCONNIERE,,,85210,STE HERMINE,Autorisation,Non Seveso,
56200140,EARL LARDIER CROMBEZ,47 RUE  NATIONALE,,,62116,AYETTE,Autorisation,Non Seveso,
52203103,EARL LARDOUX,8 SAINT ANDRE,,,22270,PLEDELIAC,Enregistrement,Non Seveso,
53502750,EARL LA REGATE,LA CHELLUERE,LA CHELLUERE,,35220,ST JEAN SUR VILAINE,Autorisation,Non Seveso,
50300374,EARL LA REGIE,LA REGIE,,,3230,GANNAY SUR LOIRE,Autorisation,Non Seveso,2005-10-12
53501093,EARL LA RIVIERE,,La Rivière,,35560,VAL-COUESNON,Enregistrement,Non Seveso,2018-04-05
53502978,EARL LARMENIER,,La Grande Barre,,35490,SENS DE BRETAGNE,Enregistrement,Non Seveso,
6312105,EARL LA ROCHE BLEUE (GODET Christian),La Jolivetière,,,85290,MORTAGNE SUR SEVRE,Enregistrement,Non Seveso,
52201778,EARL LA ROCHE CARILLAN ex CANTIN MARYVON,LA LANDE BOUDAN MAROUE,,,22400,LAMBALLE-ARMOR,Enregistrement,Non Seveso,
53600709,earl la roche marteau,La Roche Marteau,icb 1293,,36290,MEZIERES EN BRENNE,Enregistrement,Non Seveso,
54400992,EARL LA ROMAINE,Le Tacon,,,44522,MESANGER,Autorisation,Non Seveso,
52205283,EARL LA ROSE DES VENTS,LA ROSE DES VENTS,,,22150,ST CARREUC,Enregistrement,Non Seveso,2022-10-14
58500027,EARL LA ROSELIERE,LA ROSELIERE,,,85190,AIZENAY,Autorisation,Non Seveso,
57900110,EARL LA ROUSSELIERE,La Rousselière,BEAULIEU SOUS BRESSUIRE,,79300,BRESSUIRE,Enregistrement,Non Seveso,
53502449,EARL LA ROUSSIERE,,LA ROUSSIERE,,35240,RETIERS,Enregistrement,Non Seveso,
56401407,EARL LARRIBE,M. PEDAUGE Daniel,route de Montaner,,64460,PONTIACQ VIELLEPINTE,Enregistrement,Non Seveso,
53504339,EARL LA RUE DU CHENE,,RUE DU CHENE,,35290,ST ONEN LA CHAPELLE,Enregistrement,Non Seveso,2021-07-09
58500233,EARL LA SEIGNERIE,LA SEIGNERIE,,,85500,BEAUREPAIRE,Enregistrement,Non Seveso,
40000210,EARL La SOURCE LANGEVIN,90 chemin Terrain Gallet,Langevin,,97480,ST JOSEPH,Enregistrement,Non Seveso,
58501516,EARL L'ASSON (site la Ronde),LA RONDE,La Guyonnière,,85600,MONTAIGU-VENDEE,Autorisation,Non Seveso,
50100701,EARL LASSUS CLARI,LE MONCET,,,1240,ST GERMAIN SUR RENON,Enregistrement,Non Seveso,
58503105,EARL LA TACHERIE,LA TACHERIE,,,85590,ST MARS LA REORTHE,Autorisation,Non Seveso,
56400912,EARL LA TASTE,Mme BAZET Régine,chemin Roca,,64350,LANNECAUBE,Enregistrement,Non Seveso,
57201268,EARL LA TESSERIE,LA TESSERIE,,,72120,MONTAILLE,Enregistrement,Non Seveso,
58200207,EARL LA TOME DU RAMIER,2250  RTE DE ST ETIENNE DE TULMO,Le Ramier,,82000,MONTAUBAN,Autorisation,Non Seveso,2022-09-01
52203669,EARL LA TOUCHE CADIEU,LA TOUCHE CADIEU,,,22640,PLESTAN,Enregistrement,Non Seveso,2022-09-29
58502797,EARL LA TRAVERSERIE,LA TRAVERSERIE,,,85250,ST FULGENT,Autorisation,Non Seveso,
57900046,EARL LA TREMBLAIE,La Tremblaie,,,79250,NUEIL LES AUBIERS,Autorisation,Non Seveso,
58502200,EARL LA TUILERIE,PACOUINAY,OULMES,,85420,RIVES-D'AUTISE,Autorisation,Non Seveso,
6308998,EARL L'AUDERIE,AUNEAU Michael,LA PETITE AUDERIE,,85700,POUZAUGES,Enregistrement,Non Seveso,
58503188,EARL L'AUGUSTE,LES BIOTTIERES,,,85150,ST MATHURIN,Autorisation,Non Seveso,
52202538,EARL L AULNAIE DU PAGE,GUERN AN FLOCH,,,22160,MAEL PESTIVIEN,Enregistrement,Non Seveso,
52204634,EARL LAUNAY,QUILLIEN,,,22210,PLUMIEUX,Enregistrement,Non Seveso,
53503967,EARL LAUNAY DU PONT,LE PONT,LE PONT,,35560,NOYAL SOUS BAZOUGES,Enregistrement,Non Seveso,
52200117,EARL LAUNAY GAUFOUR,LAUNAY,,,22320,LE BODEO,Enregistrement,Non Seveso,2014-04-01
52205746,EARL LAUNAY GAUFOUR ex COLLIN CHRISTIAN,RUE DU GAUFOUR,,,22320,ST MARTIN DES PRES,Enregistrement,Non Seveso,2016-01-08
53501177,EARL LAUNAY-MILON,LD LAUNAY MILON,Launay Milon,,35850,GEVEZE,Enregistrement,Non Seveso,2019-07-29
6311416,EARL LAUNAY QUENTIN,LA TREMBLAIS,,,44310,LA LIMOUZINIERE,Enregistrement,Non Seveso,
52902773,EARL LAURENT,COAT MENAC'H,,,29260,PLOUIDER,Autorisation,Non Seveso,
53900370,EARL LAURENT MOTTET,CHEMIN TOUPES,,,39210,PLASNE,Autorisation,Non Seveso,
53504721,EARL LA VADIERE,LA VADIERE,LA VADIERE,,35420,LOUVIGNE DU DESERT,Enregistrement,Non Seveso,2022-08-11
53500270,EARL LA VAIRIE,LA  LORIAIS,LA  LORIAIS,,35560,BAZOUGES LA PEROUSE,Enregistrement,Non Seveso,2017-07-03
53502045,EARL LA VAIRIE,LA VAIRIE,,,35560,BAZOUGES LA PEROUSE,Enregistrement,Non Seveso,2017-03-09
53504623,EARL LA VALETTE,,LA VALETTE,,35113,DOMAGNE,Enregistrement,Non Seveso,2021-02-23
53503293,EARL LA VALLEE DU LAC,Le Rheu,,,35470,Bain-de-Bretagne,Enregistrement,Non Seveso,2021-02-18
52200057,EARL LA VALLEE GAUDIN,LA VALLEE GAUDIN,,,22400,ANDEL,Autorisation,Non Seveso,
53501571,EARL LA VERGEE,LA VERGEE,La Vergee,,35420,LOUVIGNE DU DESERT,Enregistrement,Non Seveso,2020-07-09
6307265,EARL LA VERGNAIE,LA VERGNAIE,,,85130,CHANVERRIE,Autorisation,Non Seveso,
58503783,EARL LA VERGNAIE,LA VERGNAIE,,,85130,CHANVERRIE,Enregistrement,Non Seveso,
54000699,EARL LAVIE,5560 ROUTE DE LESTATJAOU,,,40110,ONESSE LAHARIE,Enregistrement,Non Seveso,
58501220,EARL LAVIGERME,65 LA THIBAUDIERE,LES ESSARTS,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,
58500668,EARL LA VIGLIERE,LA VIGLIERE,,,85300,CHALLANS,Autorisation,Non Seveso,
52200300,EARL LA VIGNE ex EARL LES FERMES,LES FERMES,,,22510,BREHAND,Enregistrement,Non Seveso,2013-05-07
52200292,EARL LA VIGNE ex GAEC ROBIN THEBAULT,LA VIGNE,,,22510,BREHAND,Enregistrement,Non Seveso,2022-07-21
58501005,EARL LA VILLE,65 RUE DU LAC,,,85390,CHAVAGNES LES REDOUX,Enregistrement,Non Seveso,
52203242,EARL LA VILLE ANDONNET,LA VILLE ANDONNET,,,22170,PLELO,Enregistrement,Non Seveso,
52203282,EARL LA VILLE ANDONNET,SAINT BIHY,,,22170,PLELO,Enregistrement,Non Seveso,
52203493,EARL LA VILLE AU ROUX,LA VILLE AU ROUX,,,22190,PLERIN,Enregistrement,Non Seveso,2020-11-19
52204444,EARL LA VILLE AUX ROUX,KERIBET,,,22170,PLOUVARA,Autorisation,Non Seveso,2017-05-16
52205654,EARL LA VILLE BRET,LA VILLE ES BRET,,,22350,ST JOUAN DE L ISLE,Enregistrement,Non Seveso,
52205997,EARL LA VILLE CHALMEL ex EARL COLLET DE LA HAIE,LA HAIE,,,22230,ST VRAN,Enregistrement,Non Seveso,2014-09-09
52201217,EARL LA VILLE CHARTIER,LA VILLE CHARTIER,,,22350,GUITTE,Enregistrement,Non Seveso,
52205637,EARL LA VILLE D AIMANT,LA VILLE MOISAN,ST JACUT DU MENE,,22330,LE MENE,Enregistrement,Non Seveso,2013-07-23
5522472,EARL LA VILLE D'AIMANT,LE COUDRAY,SAINT JACUT DU MENE,,22330,LE MENE,Enregistrement,Non Seveso,
53501127,EARL LA VILLE ES VERIA,LA VILLE ES VERIA,VILLE ES VERIA,,35290,GAEL,Enregistrement,Non Seveso,2021-11-29
52203781,EARL LA VILLE GICQUEL,LA VILLE GICQUEL,,,22130,PLEVEN,Autorisation,Non Seveso,
52206301,EARL LA VILLE GOURIO,LA VILLE GOURIO,,,22590,TREGOMEUR,Enregistrement,Non Seveso,
52202457,EARL LA VILLE HERVE,GUERRIEUX,,,22600,LOUDEAC,Enregistrement,Non Seveso,
52202437,EARL LA VILLE HOYEUX,LA VILLE HOYEUX,,,22600,LOUDEAC,Enregistrement,Non Seveso,
52200160,EARL LA VILLE JOUAN ex SCEA,LA VILLE JOUAN,,,22240,LA BOUILLIE,Enregistrement,Non Seveso,
55600741,EARL LA VILLE MOISAN,La Ville Moisan,,,56120,LA CROIX HELLEAN,Autorisation,Non Seveso,
52201568,EARL LA VILLE MOISAN exEARL DUCHER LEDUC,LA VILLE MOISAN,,,22230,ILLIFAUT,Enregistrement,Non Seveso,
55600386,EARL LA VILLE NEUVE,LA VILLE NEUVE,,,56220,CADEN,Autorisation,Non Seveso,2016-11-07
55601586,EARL LA VILLE NEUVE,LE NAL,,,56230,Larré,Enregistrement,Non Seveso,2022-04-26
52203184,EARL LA VILLE OIE,LA VILLE OIE PLEHEREL,,,22240,FREHEL,Autorisation,Non Seveso,
57900696,EARL LA VILLETTE (LIEVRE JEAN-MARIE),La Villette,,,79240,ST PAUL EN GATINE,Autorisation,Non Seveso,
53501653,EARL LA VOIE LACTEE,LA PILLE,,,35640,MARTIGNE FERCHAUD,Enregistrement,Non Seveso,
56400621,EARL LAYOUS,M. Xavier Boudigues,,,64420,ESLOURENTIES DABAN,Enregistrement,Non Seveso,
52202310,EARL LC,2 LA VILLE ES LANDAIS,,,22230,LOSCOUET SUR MEU,Enregistrement,Non Seveso,2016-09-26
52901885,EARL LD4C,Keranderedel,,,29350,KERFANY LES PINS,Autorisation,Non Seveso,
55601138,EARL LDI,LOCMELTRO,LOCMELTRO,,56310,GUERN,Enregistrement,Non Seveso,
58900193,EARL LEAU DES SAULETS,,5 les Saulets,,89116,CUDOT,Enregistrement,Non Seveso,
57201435,EARL LEAUMEAU LETHEULE EX GAEC DESVIGNES,LES NARGEOTTIERES,,,72300,PARCE SUR SARTHE,Enregistrement,Non Seveso,
6310813,EARL LE BAS NOYER,Le Bas Noyer - Les Métairies,LE POIRE-SUR-VELLUIRE,,85770,LES VELLUIRE-SUR-VENDEE,Enregistrement,Non Seveso,
58503621,EARL LE BEAUCHENE,BEAUCHENE,,,85120,LA TARDIERE,Enregistrement,Non Seveso,
52205633,EARL LE BEAUJAUNE,LE BEAUJAUNE,ST JACUT DU MENE,,22330,LE MENE,Enregistrement,Non Seveso,
52206005,EARL LE BELLEGO JEAN PIERRE,LA PORTE DES LANDES,,,22230,ST VRAN,Autorisation,Non Seveso,
52901229,EARL LE BERRE,Kerstrat,,,29100,KERLAZ,Autorisation,Non Seveso,
52902496,EARL LE BERRE,Ty-Brid,,,29800,PLOUDIRY,Autorisation,Non Seveso,
52902950,EARL LE BERRE,Kerviolet,,,29270,PLOUNEVEZEL,Enregistrement,Non Seveso,
52204781,EARL LE BIHAN,KERHOUEL,,,22450,LA ROCHE-JAUDY,Enregistrement,Non Seveso,
52205101,EARL LE BIHAN ELEVAGE,LECH AR BELLEC,,,22260,RUNAN,Enregistrement,Non Seveso,
52205578,EARL LE BIHAN JEAN PIERRE,COET SALIO,,,22530,GUERLEDAN,Autorisation,Non Seveso,
58502347,EARL LE BOIS DES ROCHES,LE PUY DURAND,,,85700,POUZAUGES,Autorisation,Non Seveso,
55601474,EARL LE BOIS DU MOULIN,BODRUAL,,,56220,CADEN,Autorisation,Non Seveso,
56201794,EARL LE BOIS JACQUES - MR POITEAUX,1 RUE DU CERNIER,,,62144,VILLERS AU BOIS,Autorisation,Non Seveso,
52202362,EARL LE BON,KERMARIA,,,22540,LOUARGAT,Autorisation,Non Seveso,
55602718,EARL LE BON PORC,Le Creux St Aubin,,,56420,PLUMELEC,Autorisation,Non Seveso,
52201274,EARL LE BORGNE LOIC,GUILLERON,,,22320,LE HAUT CORLAY,Enregistrement,Non Seveso,
56403699,EARL LE BOSQUET,Route du Gabas,,,64160,RIUPEYROUS,Enregistrement,Non Seveso,
57908850,EARL LE BOUC,Le Bouc,LA CHAPELLE LARGEAU,,79700,MAULEON,Enregistrement,Non Seveso,
57201341,EARL LEBOUCHER,LA RENAUDIERE,,,72240,NEUVILLALAIS,Enregistrement,Non Seveso,
3900580,EARL LE BOUCHER,M. Jean-Jacques LEBOUCHER,La Laiterie,,14230,ST GERMAIN DU PERT,Enregistrement,Non Seveso,
