Numéro d'inspection,Nom établissement,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Régime en vigueur,Statut SEVESO,Date de dernière inspection
52100654,GAEC LOUET,LA FIN,,,21260,SELONGEY,Autorisation,Non Seveso,2021-11-25
52902835,GAEC LOUZAOUEN,Kerevars,,,29810,PLOUMOGUER,Enregistrement,Non Seveso,
57201195,GAEC LOYER PERE ET FILS,LE PRESSOIR,,,72360,MAYET,Enregistrement,Non Seveso,
55300453,GAEC LUAUDIERE (DE LA),LA LUAUDIERE,,,53120,BRECE,Autorisation,Non Seveso,
58504117,GAEC LUCAILLOUX (SITE DE LA GARDE),LA GARDE,,,85130,ST AUBIN DES ORMEAUX,Autorisation,Non Seveso,
58501322,GAEC LUMINEAU CHARRIER,LA TURPINIERE et LE GUITTION,LA FLOCELLIERE,,85700,SEVREMONT,Autorisation,Non Seveso,2022-01-20
55603538,GAEC MABON,Trélan,,,56200,ST MARTIN SUR OUST,Enregistrement,Non Seveso,
58000645,GAEC MACRON,,13  Bonne Rue,,80300,IRLES,Autorisation,Non Seveso,
52901133,GAEC MADEC,Gorré Ménez,,,29460,HANVEC,Enregistrement,Non Seveso,
55300643,GAEC MADLON,LA GASNERIE,,,53100,CHATILLON SUR COLMONT,Autorisation,Non Seveso,
52201807,GAEC MAHE,LA CAILLIBOTIERE (PO),ST AARON,,22400,LAMBALLE-ARMOR,Autorisation,Non Seveso,
53503562,GAEC MAIGNAN,LIEU DIT LE HAUT BOIS JARRY,HAUT BOIS JARRY,,35500,ERBREE,Enregistrement,Non Seveso,
53500928,GAEC MAIGNAN RONDEAU,LIEU DIT LA PETITE GRANGE,PETITE GRANGE,,35130,DROUGES,Enregistrement,Non Seveso,2019-02-14
58000216,GAEC MAINNEMARRE,,83 rue de la République,,80220,BOUVAINCOURT SUR BRESLE,Enregistrement,Non Seveso,
55300175,"GAEC MAISON NEUVE(DE LA) (3730,4817,4818",LA MAISON NEUVE,,,53700,AVERTON,Autorisation,Non Seveso,
50100698,GAEC MAISSON,,MAISON NEUVE,,1240,ST GERMAIN SUR RENON,Enregistrement,Non Seveso,
57100350,GAEC MALATIER,,LES BLANCS,,71800,COLOMBIER EN BRIONNAIS,Autorisation,Non Seveso,
53500873,GAEC MALECOT,,HODELOT,,35680,DOMALAIN,Enregistrement,Non Seveso,2018-08-09
58501820,GAEC MALNOUE,MALNOUE,,,85190,MACHE,Autorisation,Non Seveso,
55500571,GAEC Mamout,,"1, rue Saint Eloi",,55190,SORCY ST MARTIN,Enregistrement,Non Seveso,
58100040,GAEC  MARC,LA JONJAUNE,,,81540,BELLESERRE,Autorisation,Non Seveso,
53900004,GAEC MARECHAL-LYET,rue fontaine,,,39700,AMANGE,Enregistrement,Non Seveso,
52300328,GAEC MARECHAL PERE ET FILS,,Le Bourliat,,23360,LOURDOUEIX ST PIERRE,Autorisation,Non Seveso,
58700563,GAEC MARIS,Le Buisson,,,87500,LADIGNAC LE LONG,Enregistrement,Non Seveso,
55301661,GAEC MARRONNIERS (DES),LA CHOTARDIERE,,,53600,MEZANGERS,Enregistrement,Non Seveso,2022-11-29
58501808,GAEC MARTINEAU,"49, LA MORICIERE",,,85170,LES LUCS SUR BOULOGNE,Enregistrement,Non Seveso,
51201372,GAEC MARUEJOULS,Mergou,,,12800,SAUVETERRE DE ROUERGUE,Enregistrement,Non Seveso,
58503098,GAEC MARYLANDE,LA LANDE,,,85590,ST MALO DU BOIS,Autorisation,Non Seveso,
57202213,GAEC MATRAS,LA GAULARDIERE,,,72440,TRESSON,Enregistrement,Non Seveso,
57200040,GAEC MAUBOUSSIN,LE GRAND JAUNAY,,,72270,ARTHEZE,Autorisation,Non Seveso,
55301651,GAEC MAUPERTHUIS,LE MAUPERTHUIS,,,53230,MERAL,Enregistrement,Non Seveso,
51200314,GAEC MAUREL REY,PEYREBOSC,,,12240,CASTANET,Enregistrement,Non Seveso,
53600310,GAEC MAUROUSSET,LE QUERROIR,,,36220,PREUILLY LA VILLE,Enregistrement,Non Seveso,
52500753,GAEC MAUVAIS FROIDEVAUX,Ferme du Roz,,,25380,PROVENCHERE,Enregistrement,Non Seveso,
52602869,GAEC MAZARD,,Quartier Beauchouse,,26400,CREST,Enregistrement,Non Seveso,
53502477,GAEC MEDARD,BASSE DAUPHINAIS,DAUPHINAIS,,35133,ROMAGNE,Enregistrement,Non Seveso,
52205139,GAEC MEHOUAS MEHEUST,LE TERTRE CHAPELLE,,,22400,ST ALBAN,Enregistrement,Non Seveso,
55300303,GAEC MEIGNAN,LA CHEVALLERIE,,,53320,BEAULIEU SUR OUDON,Autorisation,Non Seveso,2022-02-11
55301900,GAEC MEIGNAN DEGAS,LA BOHONNIERE,,,53400,POMMERIEUX,Enregistrement,Non Seveso,
100002242,GAEC MELIEG,La Saudrais,,,35270,Meillac,Enregistrement,Non Seveso,2022-06-30
53503845,GAEC MELIEG,la Massue,La Massue,,35270,MEILLAC,Enregistrement,Non Seveso,
52904004,GAEC MENES PERON,LE GUETEL,,,29640,SCRIGNAC,Autorisation,Non Seveso,2022-10-20
57200518,GAEC MERCIER,LES MATHARDS,,,72120,CONFLANS SUR ANILLE,Autorisation,Non Seveso,2022-11-22
53501903,GAEC MEREL,,Les Brieux,,35160,MONTERFIL,Enregistrement,Non Seveso,
6310199,GAEC MERIAU,L'ABBAYE RAMBAUD,,,85700,POUZAUGES,Enregistrement,Non Seveso,
58503756,GAEC MERLET,LA TOUCHE BERTRAND,,,85250,VENDRENNES,Autorisation,Non Seveso,2017-10-25
55302936,GAEC MESLIER (DU),LE MESLIER,,,53250,CHARCHIGNE,Enregistrement,Non Seveso,2018-08-17
53501268,GAEC METHALOEN,LE GUE,,,35440,GUIPEL,Enregistrement,Non Seveso,2022-12-16
55300280,GAEC MEZANGE,LA COURTILLERIE,,,53470,LA BAZOUGE DES ALLEUX,Autorisation,Non Seveso,
54200945,GAEC MICHALET,,GOUTOULE,,42440,LES SALLES,Autorisation,Non Seveso,
56800017,GAEC MILKING FARM,110 RUE DES CALVAIRES,,,68210,BRECHAUMONT,Enregistrement,Non Seveso,
52201537,GAEC MINARD,QUINGUT,,,22230,ILLIFAUT,Enregistrement,Non Seveso,
55302486,GAEC MINE (DE LA),LES GRAS MENILS,,,53410,ST PIERRE LA COUR,Enregistrement,Non Seveso,
58000477,GAEC MIRAMONT ET FILS,GRANDE RUE,,,80150,FONTAINE SUR MAYE,Enregistrement,Non Seveso,
55302192,GAECMOISINIERE (DE LA),LA MOISINIERE,,,53170,ST DENIS DU MAINE,Enregistrement,Non Seveso,
55301672,GAEC MOLIERE (DE LA),LA MOLIERE,,,53220,MONTAUDIN,Autorisation,Non Seveso,
58502252,GAEC MONCHEMIN,LE CHEMIN,,,85170,LE POIRE SUR VIE,Enregistrement,Non Seveso,2022-08-12
50300505,GAEC MONSEAU,LA VILLENEUVE,,,3320,LURCY LEVIS,Autorisation,Non Seveso,
58501698,GAEC MONTE A PEINE,LA POMMERAIE,,,85150,STE FLAIVE DES LOUPS,Autorisation,Non Seveso,
52300152,GAEC MONTEIL,La Bussière,,,23130,LE CHAUCHET,Enregistrement,Non Seveso,
55301279,GAEC MONTMARINE (DE),LE MARAIS,,,53380,JUVIGNE,Enregistrement,Non Seveso,
55300052,GAEC MORANDIERE (DE LA),LA  MORANDIERE,,,53200,PREE D’ANJOU,Autorisation,Non Seveso,
53600745,GAEC MOREAU,SAINT LOUP,,,36400,THEVET ST JULIEN,Enregistrement,Non Seveso,
58500971,GAEC MOREAU-ROBIN,LA TROTTINIERE,,,85250,CHAVAGNES EN PAILLERS,Autorisation,Non Seveso,
57900115,GAEC MORIN,La Bernardière,BREUIL CHAUSSEE,,79300,BRESSUIRE,Autorisation,Non Seveso,
52204483,GAEC MORIN,22 LA TOUCHE RICHEBOIS,,,22130,PLUDUNO,Enregistrement,Non Seveso,
53500152,GAEC MORLIER LA LANDE,LA LANDE,LA LANDE,,35680,BAIS,Enregistrement,Non Seveso,2021-03-23
55300364,GAEC MOTTAIS (DES),LES MOTTAIS,,,53270,BLANDOUET-SAINT JEAN,Autorisation,Non Seveso,
55301463,GAEC MOULIN (DU),LA RAMONNIERE,,,53120,LEVARE,Enregistrement,Non Seveso,
51201037,GAEC  MOULS,,Rue du Garric - Le bourg,,12400,REBOURGUIL,Enregistrement,Non Seveso,
55300118,GAEC MOUSSARDIERE (DE LA),LA MOUSSARDIERE,,,53440,ARON,Enregistrement,Non Seveso,
53500739,GAEC MPJ HORVAIS (7272),TRAVERS,TRAVERS,,35270,COMBOURG,Enregistrement,Non Seveso,2022-09-06
6312026,GAEC MUGUET (DU) (n° dos 4455),CHAMPAGNE,,,53800,BOUCHAMPS LES CRAON,Autorisation,Non Seveso,
56201370,GAEC NAYET,19 RUE DE FONTAINE,,,62134,PREDEFIN,Autorisation,Non Seveso,
56300002,GAEC NIGON,,Goye,,63600,AMBERT,Autorisation,Non Seveso,2017-11-20
55301731,GAEC NOE (DE LA),LE BAS MECORBON,,,53320,MONTJEAN,Autorisation,Non Seveso,
55301889,GAEC NOISETTES (DES),LES NOISETTES,,,53240,PLACE,Autorisation,Non Seveso,2022-03-10
58501116,GAEC NORD VENDEEN,COULONGES,,,85610,CUGAND,Autorisation,Non Seveso,
53501478,GAEC NORMALYS,LA HARDONNIERE,,,35550,LIEURON,Enregistrement,Non Seveso,
53500225,GAEC NORMANDE ESPACE,LIEU DIT GRANDE GARENNE,LA GRANDE GARENNE,,35420,LA BAZOUGE DU DESERT,Enregistrement,Non Seveso,2019-11-25
52901985,GAEC OGOR,Ty-Corn,,,29860,PLABENNEC,Autorisation,Non Seveso,
52201307,GAEC OLIVE,LE HAMBOUT,,,22600,HEMONSTOIR,Enregistrement,Non Seveso,
54901008,GAEC OLIVIER,La Fuie,JALLAIS (49510),,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
55600699,GAEC OLIVO,BLEZOUAN,,,56580,CREDIN,Enregistrement,Non Seveso,
52900947,GAEC OLLIVIER,Keradraon,,,29260,PLOUIDER,Enregistrement,Non Seveso,
52206441,GAEC OLSOLAIT,LA VILLE BOSCHER,,,22600,TREVE,Enregistrement,Non Seveso,
52900709,GAEC ORCIL,Lannuzel,,,29460,DIRINON,Enregistrement,Non Seveso,
58501562,GAEC OUVRARD FRERES,LE BOIREAU,,,85500,LES HERBIERS,Autorisation,Non Seveso,
58000621,GAEC OUVRE,30 RUE DU LOUP,,,80640,HORNOY LE BOURG,Enregistrement,Non Seveso,2022-06-03
52500273,GAEC PAHIN MOUROT,MONT MILLOT,,,25110,CUSANCE,Enregistrement,Non Seveso,2017-03-16
57900125,GAEC PALLUAUD,Bréchoux,NOIRLIEU,,79300,BRESSUIRE,Enregistrement,Non Seveso,
55302471,GAEC PANNETIER,LE BAS BOURDAIS,,,53500,ST PIERRE DES LANDES,Autorisation,Non Seveso,
53502074,GAEC PANNETIER,BEAUCHENE,BEAUCHENE,,35530,NOYAL SUR VILAINE,Enregistrement,Non Seveso,
52902492,GAEC PAPE,Kermao,,,29800,PLOUDIRY,Autorisation,Non Seveso,
55600895,GAEC PARCHEMIN,KERBIRIOU,,,56110,GOURIN,Enregistrement,Non Seveso,
52206281,GAEC PARC LAN MEUR,GUIDERM,,,22730,TREGASTEL,Enregistrement,Non Seveso,
57103054,GAEC PARDON,,CHAVANNES,,71520,TRAMAYES,Enregistrement,Non Seveso,
58503615,GAEC PARIE,L'OUDERIE,,,85120,LA TARDIERE,Autorisation,Non Seveso,
58000502,GAEC PARTIEL FRAM'LAIT Ducrocq,,98 rue du  Cornet,,80140,FRAMICOURT,Enregistrement,Non Seveso,
58500589,GAEC PASQUIER BRILLOUET AGRICULTURE -PBA,BEAUREGARD,,,85530,LA BRUFFIERE,Autorisation,Non Seveso,
58500564,GAEC PASQUIER BRILLOUET AGRICULTURE -PBA,LE PATIS,,,85530,LA BRUFFIERE,Autorisation,Non Seveso,
53503733,GAEC PASSE DEBOUT,PASSE DEBOUT,PASSE DEBOUT,,35150,JANZE,Enregistrement,Non Seveso,
6310214,GAEC PATTE D OIE (DE LA),LA PATTE D OIE,,,53110,ST JULIEN DU TERROUX,Enregistrement,Non Seveso,
54901064,GAEC P B M,LA PIERRE BLANCHE,LANDEMONT,,49270,OREE D ANJOU,Enregistrement,Non Seveso,
55602097,GAEC PENN YAR,Kermocard,,,56500,MOREAC,Autorisation,Non Seveso,2022-09-20
55300412,GAEC PERCE-NEIGE,LA CLERBERIE,,,53410,LE BOURGNEUF LA FORET,Autorisation,Non Seveso,
55301001,GAEC PERDRIERES (DES),LA PERDRIERE,,,53340,VAL-DU-MAINE,Enregistrement,Non Seveso,
57202632,GAEC PERE LOUIS (EX SCEA),LA LEZERIE,,,72300,PRECIGNE,Enregistrement,Non Seveso,
55302544,GAEC PERRON (DU),LE PERRON,,,53160,ST THOMAS DE COURCERIERS,Enregistrement,Non Seveso,
52902614,GAEC PERROT,Berbouguis,,,29217,PLOUGONVELIN,Autorisation,Non Seveso,
52202272,GAEC PERROT LOUSTALOT,KERNEVEZ IZELLAN,,,22780,LOGUIVY PLOUGRAS,Enregistrement,Non Seveso,
55300350,GAEC PESCHELLERIES (DES),LES PESCHELLERIES,,,53240,LA BIGOTTIERE,Enregistrement,Non Seveso,
6309174,GAEC PETITE FORTUNE (EX EARL),La Cruchetterie,,,72160,LA CHAPELLE ST REMY,Autorisation,Non Seveso,
55301585,GAEC PETITE POMMERAIE (DE LA),LA TOUCHE,,,53200,MARIGNE PEUTON,Autorisation,Non Seveso,
52600298,GAEC PEYRARD FRERES,QUARTIER SEIGNEURDIEU,,,26400,EURRE,Enregistrement,Non Seveso,
55301282,GAEC PHARIS-BRUNEAU,LA PETITE REZEVINIERE,,,53380,JUVIGNE,Autorisation,Non Seveso,2020-08-04
54901811,GAEC PHILIPPEAU,La Grande Cottinaie,STE GEMMES D'ANDIGNE,,49500,SEGRE-EN-ANJOU BLEU,Enregistrement,Non Seveso,
55603506,GAEC PICARD,Secouet,,,56490,ST MALO DES TROIS FONTAINES,Autorisation,Non Seveso,
52900145,GAEC PICART,Kerdoncuff,,,29400,BODILIS,Enregistrement,Non Seveso,2004-06-07
52900144,GAEC PICART,Kerrous,,,29400,BODILIS,Autorisation,Non Seveso,
52900127,GAEC PICHON KERSOAL,KERSOAL,,,29790,BEUZEC CAP SIZUN,Autorisation,Non Seveso,
53500291,GAEC PICHOU,,LE BIGNONET,,35137,BEDEE,Enregistrement,Non Seveso,2019-03-21
52300247,GAEC PIERRE POINTE,,Gradeix,,23500,GIOUX,Enregistrement,Non Seveso,
52300347,GAEC PIERRON,,Besse Basse,,23170,LUSSAT,Enregistrement,Non Seveso,
10013463,GAEC PIN,BRISEPAILLE,ICV 87 -icb 1300,,36500,ST GENOU,Enregistrement,Non Seveso,
53501298,GAEC PIOT-GALLEE,LA FRETAIS,,,35630,ST SYMPHORIEN,Enregistrement,Non Seveso,
55300092,GAEC PLAISANCE,LA VAUZELLE,,,53210,ARGENTRE,Enregistrement,Non Seveso,
57200294,GAEC PLAIS FRERES,LE PERRAY,,,72370,LE BREIL SUR MERIZE,Enregistrement,Non Seveso,
55302703,GAEC PLESSIS-GAUDRE (DU),LE PETIT PLESSIS,,,53170,VILLIERS CHARLEMAGNE,Enregistrement,Non Seveso,2017-03-14
58500974,GAEC PLUCHON,LA GRANDE GRASSIERE,,,85250,CHAVAGNES EN PAILLERS,Autorisation,Non Seveso,
58500348,GAEC PLUCHON,GAEC PLUCHON,Boulerot,,85600,LA BOISSIERE DE MONTAIGU,Autorisation,Non Seveso,
54401683,GAEC POIRON,L'Hermitage,,,44190,ST HILAIRE DE CLISSON,Autorisation,Non Seveso,2016-10-18
55200190,GAEC POMMEROL,2 RUE DE CHAMPCOURT,Harricourt,,52330,COLOMBEY LES DEUX EGLISES,Autorisation,Non Seveso,
58502233,GAEC PONT DU LAY,LA POITEVINIERE,,,85320,LES PINEAUX,Autorisation,Non Seveso,
58503880,GAEC PONT DU LAY,ST VINCENT PUYMAUFRAIS,PONT GUERIN,,85480,ST VINCENT PUYMAUFRAIS,Autorisation,Non Seveso,
52904157,GAEC POQUET,Lanjulitte,LANJULITTE,,29560,TELGRUC SUR MER,Autorisation,Non Seveso,2015-12-02
58100408,GAEC PORC D'ALGRES,Pech Louis,,,81220,ST PAUL CAP DE JOUX,Autorisation,Non Seveso,
59700301,GAEC PORCELETS DU SUD,"11, Impasse des Bigarades",Piton Noire,,97480,ST JOSEPH,Enregistrement,Non Seveso,
57202211,GAEC PORCEVAL (ex : GAEC PAUMIER AHIER),LA HERIBOULE,,,72440,TRESSON,Enregistrement,Non Seveso,
57201479,GAEC PORCINET (EX EARL PORCINET),LES LOGES,,,72430,PIRMIL,Enregistrement,Non Seveso,
55600366,GAEC PORCS JOLY,LE RESTO,,,56420,BULEON,Enregistrement,Non Seveso,2015-09-01
52900125,GAEC PORS PERON SERGENT,Pors Peron,,,29790,BEUZEC CAP SIZUN,Autorisation,Non Seveso,
50300738,GAEC POTHIER,CHATEAU VERT,,,3300,ST ETIENNE DE VICQ,Autorisation,Non Seveso,
3302004,GAEC POTIGNON,LIEU DIT LES OUDOTS,,,71760,MARLY SOUS ISSY,Enregistrement,Non Seveso,
53502536,GAEC POTTIER,LA GENDRONNAIS,,,35500,ST AUBIN DES LANDES,Enregistrement,Non Seveso,2022-12-12
52202705,GAEC POULNEHO KERDONY,POULNEO,,,22460,MERLEAC,Autorisation,Non Seveso,
58502319,GAEC POUSSIGNY,131 ROUTE DE NALLIERS,131 ROUTE DE NALLIERS,,85570,POUILLE,Autorisation,Non Seveso,
6411409,GAEC PRE POMMIER,BARTHELEMY Jean-Marie,Le Village,,5500,ST LAURENT DU CROS,Enregistrement,Non Seveso,2018-05-02
55301933,GAEC PRES VERTS (DES),LA LANDE,,,53140,PRE EN PAIL ST SAMSON,Enregistrement,Non Seveso,
51500814,GAEC PREVOT,MALLET,ND,,15170,TALIZAT,Autorisation,Non Seveso,
52202454,GAEC PRIM ARMOR,LE FEU DU BREUIL,,,22600,LOUDEAC,Autorisation,Non Seveso,
55301317,GAEC PRINTEMPS (DU),LES BENICHERES,,,53380,JUVIGNE,Enregistrement,Non Seveso,
54200903,GAEC PT DOMAINE OU PONCET-CHANAVAT,,LA BROSSE,,42640,ST ROMAIN LA MOTTE,Enregistrement,Non Seveso,
58503106,GAEC PUAUD,LA PETITE BLOTTIERE,,,85590,ST MARS LA REORTHE,Autorisation,Non Seveso,
52400358,GAEC PUYZAREAU,Puyzareau,,,24460,BRANTOME EN PERIGORD,Enregistrement,Non Seveso,
55300774,GAEC QUATRE CHEMINS (DES),ROUESSON,,,53100,CONTEST,Enregistrement,Non Seveso,
56300444,GAEC QUATRESOUS,BORDEL,,,63220,MEDEYROLLES,Enregistrement,Non Seveso,
52202355,GAEC QUELEN,KERVOASDOUE,,,22540,LOUARGAT,Autorisation,Non Seveso,
52901508,GAEC QUEMENEUR,Kergoulouarn,,,29290,LANRIVOARE,Autorisation,Non Seveso,
55301207,GAEC QUENTIN,THIERILAIS,,,53120,HERCE,Enregistrement,Non Seveso,
55601385,GAEC QUERO DANJOU,3 LE FAUDE,,,56630,LANGONNET,Enregistrement,Non Seveso,
52901540,GAEC QUILLEVENEC HUELLA,Quilevenec,,,29190,LENNON,Autorisation,Non Seveso,
52206580,GAEC QUINTIN,BEUSSUET,,,22120,YFFINIAC,Enregistrement,Non Seveso,
57201668,GAEC RABEAU,LE GRAND LAUNAY,,,72300,VION,Enregistrement,Non Seveso,
5602052,GAEC RABOISSON,La Griffoul,,,15190,LUGARDE,Autorisation,Non Seveso,
5520221,GAEC RAFFRAY DENIS,Le Champ du violon,,,56120,FORGES DE LANOUEE,Enregistrement,Non Seveso,
55601970,GAEC RAFFRAY DENIS,LA MULOTIERE,,,56490,MOHON,Enregistrement,Non Seveso,
53700275,GAEC RAGUIN,Le Champ de l'Ormeau,,,37290,CHARNIZAY,Enregistrement,Non Seveso,
52200368,GAEC RAMARE,FRILOUZE,,,22250,BROONS,Autorisation,Non Seveso,2022-07-05
54402010,GAEC RAMBAUD,Fréligné,,,44650,TOUVOIS,Enregistrement,Non Seveso,
55301444,GAEC RANDONNEES (DES),LA MINERAIS,,,53410,LAUNAY VILLIERS,Autorisation,Non Seveso,2022-10-10
6307357,GAEC RATIVEL,La Trionnais,,,44110,ST AUBIN DES CHATEAUX,Autorisation,Non Seveso,
53503684,GAEC RAVACHE,65 LA COTTAIE,,,35480,GUIPRY MESSAC,Enregistrement,Non Seveso,2022-11-21
52903892,GAEC RECONNU CRENN,Guernevez,,,29800,ST URBAIN,Enregistrement,Non Seveso,
6807877,GAEC RECONNU DE HOURC,11 chem Hourc,,,65320,GARDERES,Enregistrement,Non Seveso,
53700195,GAEC RECONNU DE LA SALVARDERIE,LA SALVARDERIE,,,37290,CHAMBON,Autorisation,Non Seveso,
58600060,GAEC RECONNU  DES 3 ETANGS,2 B LA MAUVINIERE,,,86170,SAINT-MARTIN-LA-PALLU,Enregistrement,Non Seveso,
52201597,GAEC RECONNU DES DEUX RIVES,SAINTE MARIE,,,22270,JUGON LES LACS COMMUNE NOUVELLE,Enregistrement,Non Seveso,
55500285,GAEC RECONNU DU DEVANT DE PRELE,"4, rue haute",,,55400,HERMEVILLE EN WOEVRE,Enregistrement,Non Seveso,2011-12-08
55901616,GAEC RECONNU DU PETIT CHEMIN,48 T Rue Antoine Mercier,,,59490,SOMAIN,Enregistrement,Non Seveso,2022-03-31
56101763,GAEC RECONNU DU VIEUX MOULIN,LA FORGE,SEPT FORGES,,61140,JUVIGNY VAL D ANDAINE,Autorisation,Non Seveso,
52903387,GAEC RECONNU GAEC DE RESTPARCOU,LIEU DIT RESTPARCOU,,,29246,POULLAOUEN,Enregistrement,Non Seveso,
55900768,GAEC RECONNU GODART,123 RUE DE GUISE,FERME DU CHAPEAU ROUGE,,59360,LA GROISE,Enregistrement,Non Seveso,
5518257,GAEC RECONNU GUILLOU,KERMANACH,,,22200,SQUIFFIEC,Enregistrement,Non Seveso,
52400351,GAEC RECONNU LA CASTAGNE,ROUQUETTE,LA POURCAUD,,24500,EYMET,Enregistrement,Non Seveso,
55500395,GAEC  reconnu PIZEL,GIBERCY,,,55150,DAMVILLERS,Enregistrement,Non Seveso,
52900535,GAEC RECONNU ROGARD,Cleuz Guen,,,29190,LE CLOITRE PLEYBEN,Autorisation,Non Seveso,
58000789,GAEC RECONNU SAINT ELOI,20 RUE MAURICE LECONTE,,,80500,MONTDIDIER,Autorisation,Non Seveso,2019-04-16
55900759,GAEC RECONNU SWEERTVAEGHER MERLANT,5 RUE DU MAL D'ACCORD,,,59244,GRAND FAYT,Enregistrement,Non Seveso,
53500526,GAEC REGNIER-CHEVALIER,,LA ROUGERAIS,,35360,LA CHAPELLE DU LOU DU LAC,Enregistrement,Non Seveso,2020-02-18
53500303,GAEC RENAIS,LA CHEVALLERAIS,,,35137,BEDEE,Enregistrement,Non Seveso,2017-08-31
57200845,GAEC RENARD PERE ET FILS,BERTRE,,,72500,FLEE,Autorisation,Non Seveso,
57202146,GAEC RENOU,LES VIEILLES ABBAYES,,,72240,TENNIE,Enregistrement,Non Seveso,
58501783,GAEC RETAILLEAU,LA GUILLOCHERE,,,85170,LES LUCS SUR BOULOGNE,Autorisation,Non Seveso,
53502903,GAEC RGS,"2, La Sortoire",,,35560,ST REMY DU PLAIN,Enregistrement,Non Seveso,2019-04-01
58001019,GAEC RICARD,8 GRANDE RUE,lieu-dit La Feuillie,,80250,THORY,Autorisation,Non Seveso,
55601768,GAEC RICHARD,LA HAUTE GROLIERE,,,56220,MALANSAC,Enregistrement,Non Seveso,2015-09-17
55601765,GAEC RICHARD,LES HAUTS CHAMPS - LA HAUTE GROLIERE,,,56220,MALANSAC,Autorisation,Non Seveso,2020-11-12
6310663,GAEC RICHARD-RIBET,LD LE PETIT ECOTAY,,,72290,BALLON-SAINT MARS,Enregistrement,Non Seveso,
57202466,GAEC RICORDEAU,LE GRAND TENU,,,72260,NOUANS,Enregistrement,Non Seveso,
55301322,GAEC RIDELLIERE (DE LA),LA RIDELIERE,,,53200,PREE D’ANJOU,Enregistrement,Non Seveso,
58501079,GAEC RIEZ A LA VIE,LE SORINEAU,,,85220,COMMEQUIERS,Enregistrement,Non Seveso,
52205452,GAEC RIGAUD,KERFOURDAN,,,22800,ST GILDAS,Enregistrement,Non Seveso,
56300584,GAEC RIGAUD Denis,,La Vacherie,,63120,STE AGATHE,Enregistrement,Non Seveso,
52203384,GAEC RIO RENE ET ALAIN,GATINEE,,,22150,PLEMY,Autorisation,Non Seveso,
55302326,GAEC RIVIERES (DES),LA DEMASERIE,,,53110,ST JULIEN DU TERROUX,Enregistrement,Non Seveso,
52205175,GAEC ROBIN,MAGOUET,,,22600,ST BARNABE,Autorisation,Non Seveso,
54200784,GAEC ROCHE POINTUE OU BROUILLER,,TAVEL,,42130,ST LAURENT ROCHEFORT,Autorisation,Non Seveso,
55302577,GAEC ROCHER,LA GAUCHERAIE,,,53800,LA SELLE CRAONNAISE,Autorisation,Non Seveso,
57900584,GAEC ROGEON,Maisoncelle,,,79120,ROM,Enregistrement,Non Seveso,
52902195,GAEC ROGNANT,Coatigoff,,,29550,PLOMODIERN,Autorisation,Non Seveso,
52901197,GAEC ROHOU,CLEHELVEZ,,,29270,KERGLOFF,Autorisation,Non Seveso,2022-12-15
58100411,GAEC ROLLAND,PROHENQUIERES,,,81330,ST PIERRE DE TRIVISY,Enregistrement,Non Seveso,
56201682,GAEC ROLLAND,29 rue de St Omer,,,62550,TANGRY,Enregistrement,Non Seveso,
56100745,GAEC RONARCH,La foucaudiere,,,61550,LA GONFRIERE,Autorisation,Non Seveso,
5518681,GAEC ROSSELIN,LA TOUCHE CAILLEBOTTE,,,35290,GAEL,Enregistrement,Non Seveso,2020-02-20
52300593,GAEC ROUGERON,,Chaumazzelle,,23110,ST JULIEN LA GENETE,Enregistrement,Non Seveso,
52202583,GAEC ROUILLAC,LES MAUFFRIES,,,22550,MATIGNON,Enregistrement,Non Seveso,
55301507,GAEC ROUILLERES (DES ),LES ROUILLERES,,,53200,LA ROCHE-NEUVILLE,Autorisation,Non Seveso,
55300830,GAEC ROUSSELAIE (DE LA),LA ROUSSELAIE,,,53300,COUESMES VAUCE,Enregistrement,Non Seveso,
58500630,GAEC ROUSSELOT,LE FOUR,,,85310,LA CHAIZE LE VICOMTE,Autorisation,Non Seveso,
58600506,GAEC ROUX DE L'ANE VERT,L'Ane vert,,,86230,SOSSAIS,Enregistrement,Non Seveso,
58503191,GAEC ROY,LA BROUILLEE,,,85150,ST MATHURIN,Enregistrement,Non Seveso,
55300461,GAEC ROYER,LES ACLOUX,,,53120,BRECE,Autorisation,Non Seveso,
55300944,GAEC RUCHERES ( LES ),LES RUCHERES,,,53190,DESERTINES,Enregistrement,Non Seveso,2021-07-16
52202315,GAEC RUE GAREL,LES RUES GAREL,,,22230,LOSCOUET SUR MEU,Enregistrement,Non Seveso,2022-09-27
55302207,GAEC SABLE DE BEAUCHENE (DES),LE TREMBLAY,,,53390,ST ERBLON,Enregistrement,Non Seveso,2017-05-29
55301483,GAEC SABLES (DES),LA BIGAUDIERE,,,53400,LIVRE LA TOUCHE,Autorisation,Non Seveso,
58501174,GAEC SACHOT,LA GAROUFLAIRE,,,85590,LES EPESSES,Enregistrement,Non Seveso,
52200906,GAEC SAINT AUBIN,ST AUBIN,,,22430,ERQUY,Enregistrement,Non Seveso,
52903753,GAEC SAINT COME,LIEU DIT PENNAVOUEZ,,,29550,ST NIC,Autorisation,Non Seveso,
52903147,GAEC SAINTE ANNE,Quilliguen,,,29420,PLOUVORN,Autorisation,Non Seveso,
